Formula,Name,IUPAC Standard InChIKey,EA_,IE_,SMILES,EA,IE
C21H13N,"Dibenz[a,j]acridine",ANUCHZVCBDOPOX-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4,0.938131878,7.202509522
C21H13N,"Dibenz(a,h)acridine",JNCSIWAONQTVCF-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=CC=CC=C5C4=N3,0.923873314,7.031267978
C21H13N,"Dibenz(a,c)acridine",GUZBPGZOTDAWBO-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C4=CC=CC=C4C5=CC=CC=C5C3=N2,0.926428427,7.178550237
C13H14N4O,"Pyrazolo[1,5-d][1,2,4]triazin-3-one, 2,6-dimethyl-7-phenyl",RUFNUJIQQGZOLS-UHFFFAOYSA-N,,,CC1=NN2C(N(NC(=O)C2=C1)C)C3=CC=CC=C3,-0.070152679,7.269777835
C13H14N4O,Diphenylcarbazide,KSPIHGBHKVISFI-UHFFFAOYSA-N,,,,-0.704090067,6.526356989
C18H16N4,"1H-Benzimidazol-2-acetonitrile,α-([4-(dimethylamino)phenyl]methylene)-",SHZAKAMMDOHBMT-KAMYIIQDSA-N,,,CN(C)C1=CC=C(C=C1)C=C(C#N)C2=NC3=CC=CC=C3N2,1.043215318,6.389297903
C18H16N4,"8,8A,16,16a-tetrahydro[1,2,4,5]tetrazino[6,1-a:3,4-a']diisoquinoline",HAFCGMNAWLVBNO-UHFFFAOYSA-N,,,,,6.139944462
C18H16N4,"6A, 7, 14a, 15-tetrahydro[1,2,4,5]tetrazino[1,6-a:4,3-a']diquinoline",MEUGFCZIEBQJLV-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3N2NC4C=CC5=CC=CC=C5N4N3,0.105175957,6.170162278
C6H10N4,Pentylenetetrazol,CWRVKFFCRWGWCS-UHFFFAOYSA-N,,,C1CCC2=NN=NN2CC1,-1.14303615,9.139842926
C6H10N4,5-ethenyl-2-(1-methylethyl)-2H-tetrazole,ALUPAKHJDKXMJC-UHFFFAOYSA-N,,,CC(C)N1N=C(N=N1)C=C,-0.415988163,8.518493346
C6H10N4,"Pyrimidine, 5-amino-4- (ethylamino)-",RLRUJMDXPFHVDE-UHFFFAOYSA-N,,,,-0.973775567,7.202844217
C14H10O2,"Ethanedione, diphenyl-",WURBFLDFSFBTLW-UHFFFAOYSA-N,,8.68,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,1.423540744,7.747679186
C14H10O2,9H-Fluorene-9-carboxylic acid,DNVJGJUGFFYUPT-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(=O)O,-0.116294372,7.55285931
C14H10O2,Anthracene transannular peroxide,SRWMCQYMZIZLAY-UHFFFAOYSA-N,,,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)OO3,1.611168752,
C14H10O2,"Benzo[b]benzo[3,4]cyclobuta[1,2-e][1,4]dioxin, 4b,10a-dihydro-",SSPWYTLOLFBHPK-UHFFFAOYSA-N,,7.6,C1=CC=C2C3C(C2=C1)OC4=CC=CC=C4O3,,7.116816641
C14H10O2,"(1,1'-Biphenyl)-2,2'-dicarboxaldehyde",HJFGULDHUDIPDA-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)C=O)C2=CC=CC=C2C=O,1.196266309,8.061353989
C14H10O2,"Dibenz[b,e]oxepin-11(6H)-one",YUSHFLBKQQILNV-UHFFFAOYSA-N,,9.63,C1C2=CC=CC=C2C(=O)C3=CC=CC=C3O1,0.809614325,7.857162644
C14H10O2,"9,10-Phenanthrenediol",ODUSUXJNDWKJKH-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC=CC=C3C(=C2O)O,,6.940173713
C14H10O2,"1,4-Benzodioxin, 2-phenyl-",PZCIQQNWTOBWLW-UHFFFAOYSA-N,,7.28,C1=CC=C(C=C1)C2=COC3=CC=CC=C3O2,0.038196081,6.691544085
C14H10O2,"1H-Phenalen-1-one,9-methoxy-",DDOQXZFGJIXGPO-UHFFFAOYSA-N,,8.14,COC1=C2C(=O)C=CC3=CC=CC(=C32)C=C1,1.160070236,7.51315574
C14H10O2,Fluorene-4-carboxylic acid,WJNBLUOXTBTGMB-UHFFFAOYSA-N,,,C1C2=C(C3=CC=CC=C31)C(=CC=C2)C(=O)O,0.393626163,7.620179324
C14H10O2,3-Phenyl-2-benzofuranone,NANGQJICIOUURV-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2C3=CC=CC=C3OC2=O,-0.184106905,7.995590444
C8H7NO4,"Benzoic acid, 4-nitro-, methyl ester",YOJAHJGBFDPSDI-UHFFFAOYSA-N,1.461,9.7,COC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1.458642934,9.031181239
C8H7NO4,"Benzoic acid, 3-nitro-, methyl ester",AXLYJLKKPUICKV-UHFFFAOYSA-N,1.227,,COC(=O)C1=CC(=CC=C1)[N+](=O)[O-],1.120075509,9.088463116
C8H7NO4,"Acetic acid, 4-nitrophenyl ester",QAUUDNIGJSLPSX-UHFFFAOYSA-N,,9.5,CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],,
C8H7NO4,"Acetic acid, 3-nitrophenyl ester",HRMRLUUZPLAPAS-UHFFFAOYSA-N,,9.4,,0.9838518,
C8H7NO4,2-Nitrophenyl acetate,MRCKRGSNLOHYRA-UHFFFAOYSA-N,,,CC(=O)OC1=CC=CC=C1[N+](=O)[O-],0.994523955,8.686192018
C8H7NO4,"Benzoic acid, 2-nitro-, methyl ester",AOXPHVNMBPFOFS-UHFFFAOYSA-N,,,COC(=O)C1=CC=CC=C1[N+](=O)[O-],1.108845529,8.910146711
C8H7NO4,"Benzeneacetic acid, 3-nitro-",WUKHOVCMWXMOOA-UHFFFAOYSA-N,,,C1=CC(=CC(=C1)[N+](=O)[O-])CC(=O)O,0.913584835,8.77591757
C8H7NO4,2-Methyl-6-nitrobenzoic acid,CCXSGQZMYLXTOI-UHFFFAOYSA-N,,,CC1=C(C(=CC=C1)[N+](=O)[O-])C(=O)O,1.07886717,8.876669018
C8H7NO4,3-Methyl-4-nitrobenzoic acid,XDTTUTIFWDAMIX-UHFFFAOYSA-N,,,CC1=C(C=CC(=C1)C(=O)O)[N+](=O)[O-],1.467184467,
C8H7NO4,"Benzeneacetic acid, 2-nitro-",WMUZDBZPDLHUMW-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)CC(=O)O)[N+](=O)[O-],0.945633951,
C8H7NO4,"1,4-Benzodioxin, 2,3-dihydro-6-nitro-",MQSGCURTKWHBRX-UHFFFAOYSA-N,,,C1COC2=C(O1)C=CC(=C2)[N+](=O)[O-],0.565433696,8.051378436
C8H7NO4,"Benzoic acid, 2-methyl-3-nitro-",YPQAFWHSMWWPLX-UHFFFAOYSA-N,,,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O,1.081876707,8.844693372
C8H7NO4,3-Methyl-6-nitrobenzoic acid,QRRSIFNWHCKMSW-UHFFFAOYSA-N,,,CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,1.105599257,8.81443474
C8H7NO4,"Benzoic acid, 3-methyl-2-nitro-",DGDAVTPQCQXLGU-UHFFFAOYSA-N,,,CC1=C(C(=CC=C1)C(=O)O)[N+](=O)[O-],1.014211113,8.911765766
C8H7NO4,"Benzoic acid, 4-methyl-3-nitro-",BBEWSMNRCUXQRF-UHFFFAOYSA-N,,,CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],1.09333798,9.017039683
C8H7NO4,2-Methyl-5-nitrobenzoic acid,DJRFJAVPROZZFL-UHFFFAOYSA-N,,,CC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)O,1.118674142,8.94915368
C8H7NO4,Methyl p-nitro benzoate,YOJAHJGBFDPSDI-UHFFFAOYSA-N,,,COC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1.458642934,9.031181239
C8H7NO4,"Ethanone, 1-(4-hydroxy-3-nitrophenyl)-",MMNKVWGVSHRIJL-UHFFFAOYSA-N,,,CC(=O)C1=CC(=C(C=C1)O)[N+](=O)[O-],0.962616336,8.456895806
C6H8N2O2,"2,4(1H,3H)-Pyrimidinedione, 1,3-dimethyl-",JSDBKAHWADVXFU-UHFFFAOYSA-N,0.04,8.8,CN1C=CC(=O)N(C1=O)C,-0.373198865,8.423023553
C6H8N2O2,1-Methylthymine,GKMIDMKPBOUSBQ-UHFFFAOYSA-N,0.045,,CC1=CN(C(=O)NC1=O)C,-0.415822175,8.192010326
C6H8N2O2,Ethyl 4-pyrazolecarboxylate,KACZQOKEFKFNDB-UHFFFAOYSA-N,,,CCOC(=O)C1=CNN=C1,-0.855658058,8.701043782
C6H8N2O2,Tetramethylene furoxan,QGKVXABSCOHTLN-UHFFFAOYSA-N,,,C1CCC2=[N+](ON=C2C1)[O-],0.845946452,8.278356271
C6H8N2O2,3-Methoxy-5-methylpyrazine 1-Oxide,JPKZYYICYSAJPM-UHFFFAOYSA-N,,,CC1=C[N+](=CC(=N1)OC)[O-],-0.341119817,
C6H8N2O2,Tetramethylene diisocyanate,OVBFMUAFNIIQAL-UHFFFAOYSA-N,,,C(CCN=C=O)CN=C=O,0,8.959257124
C6H8N2O2,"2,4-Dimethoxypyrimidine",KEVRHVMWBKFGLO-UHFFFAOYSA-N,,,COC1=NC(=NC=C1)OC,-0.925557675,8.247390153
C6H8N2O2,"2,4(1H,3H)-Pyrimidinedione,3,5-dimethyl-",IIDONYMEGWHGRU-UHFFFAOYSA-N,,8.6,CC1=CNC(=O)N(C1=O)C,-0.484516345,8.319774134
C6H8N2O2,"2,4-Dihydroxy-5,6-dimethylpyrimidine",PZVLJGKJIMBYNP-UHFFFAOYSA-N,,,CC1=C(NC(=O)NC1=O)C,-0.388439746,8.170932685
C6H8N2O2,"Pyrazine, 2,5-dimethyl-, 1,4-dioxide",QQWHPPCKIBOLLX-UHFFFAOYSA-N,,,CC1=CN(C(=C[N+]1=O)C)[O-],-0.095910612,7.617221489
C6H8N2O2,4-Methoxy-1-methyl-2-pyrimidinone,OKKDJPCAKBHZBZ-UHFFFAOYSA-N,,,CN1C=CC(=NC1=O)OC,-0.395392157,8.224960126
C6H8N2O2,"2,4(1H,3H)-Pyrimidinedione, 3,6-dimethyl-",CFADSIBRSRZBQO-UHFFFAOYSA-N,,,CC1=CC(=O)N(C(=O)N1)C,-0.461566588,8.463361139
C6H8N2O2,"1,6-dimethyluracil",OCUWGDBSGJMUNG-UHFFFAOYSA-N,,,CC1=CC(=O)NC(=O)N1C,-0.489109562,8.322198634
C6H8N2O2,"2-Ethyl-4,6-dihydroxypyrimidine",CBXPKEZRCKCOID-UHFFFAOYSA-N,,,CCC1=NC(=CC(=O)N1)O,-0.356341651,8.196312385
C6H8N2O2,ethyl 1H-imidazole-1-carboxylate,YICRPEGTQDSFEX-UHFFFAOYSA-N,,,CCOC(=O)N1C=CN=C1,-0.624998575,8.59518755
C13H10O4,"Methanone, (2,4-dihydroxyphenyl)(4-hydroxyphenyl)-",OKJFKPFBSPZTAH-UHFFFAOYSA-N,,,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,0.070013903,7.447522808
C13H10O4,"1-Ethanone, 2-hydroxy, 1-(2-furyl)-2-benzoyl",BZRGEOFCSAEYJL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)C(C(=O)C2=CC=CO2)O,1.02211863,7.779513335
C8H8N2O3,"Acetamide, N-(4-nitrophenyl)-",NQRLPDFELNCFHW-UHFFFAOYSA-N,,9.1,CC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],0.889492216,8.297403971
C8H8N2O3,"Acetamide, N-(3-nitrophenyl)-",KFTYNYHJHKCRKU-UHFFFAOYSA-N,,8.8,CC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],0.922866507,
C8H8N2O3,"Acetamide, N-(2-nitrophenyl)-",BUNFNRVLMKHKIT-UHFFFAOYSA-N,,8.85,CC(=O)NC1=CC=CC=C1[N+](=O)[O-],1.219945321,8.348438202
C8H8N2O3,(E)-1-(3-Nitrophenyl)ethanone oxime,PDRKZXUNOXCETR-UHFFFAOYSA-N,,,CC(=NO)C1=CC(=CC=C1)[N+](=O)[O-],0.886044582,8.251308537
C8H8N2O3,"3,4-Methylenedioxybenzhydrazide",RAXBGBHBUFGWPG-UHFFFAOYSA-N,,,C1OC2=C(O1)C=C(C=C2)C(=O)NN,0.149924447,6.884894567
C26H14,"Dibenzo[cd,lm]perylene",WCXXBFNWCCIYQO-UHFFFAOYSA-N,,6.72,C1=CC2=C3C(=C1)C=CC4=C3C(=C5C=CC6=C7C5=C4C=CC7=CC=C6)C=C2,1.208113978,6.280943701
C26H14,Rubicene-,FMKFBRKHHLWKDB-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=C4C2=C5C=CC=C6C5=C(C4=CC=C3)C7=CC=CC=C76,1.685843899,6.690281495
C26H14,"Naphtho[1,2,3,4-ghi]perylene",LGERRYPEGFPVAJ-UHFFFAOYSA-N,,6.96,C1=CC=C2C3=C4C5=C(C=CC=C5C6=CC=CC7=C6C4=C(C2=C1)C=C7)C=C3,1.005220599,6.491741876
C26H14,"Dibenzo[b,pqr]perylene",UJPJAAQMHAHWRM-UHFFFAOYSA-N,,7.12,C1=CC=C2C3=C4C5=C(C=CC6=C5C(=CC=C6)C7=CC=CC(=C74)C2=C1)C=C3,0.839622616,6.668616097
C26H14,"Naphtho[8,1,2-bcd]perylene",HLQQSCPDTAIJEZ-UHFFFAOYSA-N,,6.82,,1.262650264,6.259724563
C26H14,"Dibenzo[b,ghi]perylene",IFVJOTZHJJLMIO-UHFFFAOYSA-N,,6.99,C1=CC=C2C3=C4C(=CC2=C1)C5=CC=CC6=C5C7=C(C=C6)C=CC(=C74)C=C3,1.00161242,6.525434536
C26H14,"Benzo[qr]naphtho[3,2,1,8-defg]chrysene",YZNYTCNWHPVGCN-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC=CC4=CC5=C6C7=C(C=CC=C7C=C2C6=C43)C=C5,1.113144867,6.4103184
C26H14,"Benz[def]indeno[1,2,3-hi]chrysene",UEKNZIHLUVKZBV-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC=CC4=C5C=CC6=C7C5=C(C2=C43)C=CC7=CC=C6,1.383335947,6.580546879
C26H14,"Benz[def]indeno[1,2,3-qr]chrysene",FSUPSEJFXMSVMS-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C=C6C5=C(C=C4)C7=CC=CC=C76,1.36018891,6.580218714
C26H14,"Anthra[2,1,9,8-opqra]naphthacene",WARJAZBCGQDLQD-UHFFFAOYSA-N,,,C1=CC=C2C3=C4C(=CC2=C1)C=C5C=CC6=C7C5=C4C(=CC7=CC=C6)C=C3,1.398519413,6.152004649
C26H14,"Fluoreno[3,2,1,9-defg]chrysene",ZQHRQRDYSRXCRZ-UHFFFAOYSA-N,,,,1.379566679,6.537670234
C26H14,"Acenaphtho[1,2-j]fluoranthene",ILYGRCGTUMHLGR-UHFFFAOYSA-N,,,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C5=C(C=C4)C6=CC=CC7=C6C5=CC=C7,1.156532806,6.80086972
C26H14,"Acenaphtho[1,2-k]fluoranthene",IBCQJZJYWIVXRR-UHFFFAOYSA-N,,,C1=CC2=C3C(=C1)C4=CC5=C(C=C4C3=CC=C2)C6=CC=CC7=C6C5=CC=C7,1.355570387,6.78498938
C26H14,"Indeno[1,2,3-cd]perylene",YTUILTQRCVAYNB-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=C4C2=CC=C5C4=C(C=C3)C6=CC=CC7=C6C5=CC=C7,1.491342393,6.465551288
C26H14,"Dibenzo[a,ghi]perylene",DECRKOPMWFTBLW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC7=C6C5=C(C=C7)C=C4,1.113338065,6.391950975
C24H15N,"6H-Benzo[b]naphtho[2,3-h]carbazole",STJHWSXBOXDIAD-UHFFFAOYSA-N,,7.1,C1=CC=C2C=C3C=C4C(=CC3=CC2=C1)C5=CC6=CC=CC=C6C=C5N4,1.057928306,6.175160938
C24H15N,"Anthra[2,3-b]carbazole",AEVNDWITFKNVRU-UHFFFAOYSA-N,,6.5,C1=CC=C2C=C3C=C4C=C5C(=CC4=CC3=CC2=C1)C6=CC=CC=C6N5,1.253828458,5.896212814
C24H15N,"Anthra[2,3-c]carbazole",XLXKLXYORIUTET-UHFFFAOYSA-N,,7.3,C1=CC=C2C=C3C=C4C(=CC3=CC2=C1)C=CC5=C4C6=CC=CC=C6N5,1.122622458,6.063054339
C21H14O2,"1-Naphthoic acid, 2-naphthyl ester",LBPUSPRZVDFQNG-UHFFFAOYSA-N,,,C1=CC=C2C=C(C=CC2=C1)OC(=O)C3=CC=CC4=CC=CC=C43,-,-
C21H14O2,"1A,6a-dihydro-1a,6a-diphenyl-6h-indeno[1,2-b]oxiren-6-one",BSQKVWKWTYITQY-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C23C4=CC=CC=C4C(=O)C2(O3)C5=CC=CC=C5,0.928529116,7.332322319
C16H14N4O2,M-phenylene bis-(2-3-methylpyrazyl) ether,DCROVDCZNCUJTR-UHFFFAOYSA-N,,,CC1=NC=CN=C1OC2=CC(=CC=C2)OC3=NC=CN=C3C,-,7.217165367
C16H14N4O2,"3Alpha,6alpha-diphenylglycoluril",WUDVGTHXCLJVJN-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C23C(NC(=O)N2)(NC(=O)N3)C4=CC=CC=C4,0.196055255,7.87649606
C14H11NO3,1-Hydroxy-3-methoxyacridin-9(10H)-one,LJHHYEQRALVSLL-UHFFFAOYSA-N,,,COC1=CC2=C(C(=C1)O)C(=O)C3=CC=CC=C3N2,0.0861854,-
C14H11NO3,"Benzoic acid, 2-[(phenylamino)carbonyl]-",DSUPUOGOCIFZBG-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C(=O)O,1.116067328,-
C14H11NO3,N-Salicylidene-m-aminobenzoic acid,MKFCCDWJBYFGJA-OQLLNIDSSA-N,,,,0.768329796,7.280139784
C14H11NO3,5-acetyl-6-nitroacenaphthene,NILUBKLGLNBQQU-UHFFFAOYSA-N,,,CC(=O)C1=C2C(=CC=C3C2=C(CC3)C=C1)[N+](=O)[O-],1.205733015,7.643561737
C14H11NO3,3-(4-Hydroxyanilino)-2-benzofuran-1(3h)-one,WLBLNJAQWNYRGB-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C(OC2=O)NC3=CC=C(C=C3)O,0.268259644,6.859291737
C18H14N2O2,(4-Nitrophenyl)diphenylamine,UQOKZDUUBVGFAK-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],0.995925321,6.940603647
C18H14N2O2,"1,2-Naphthalenedione, 1-[(4-acetylphenyl)hydrazone]",FKDYLAFEKVZTSG-ZZEZOPTASA-N,,,,2.152343841,-
C18H14N2O2,2-Phenoxy-3-phenacyl pyrazine,MMWPKMQFJHFEGU-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)CC2=NC=CN=C2OC3=CC=CC=C3,0.649148337,-
C18H14N2O2,1-(4-Acetylphenylazo)-2-naphthol,SSMUZAHROYORIJ-FMQUCBEESA-N,,,,2.152343841,-
C9H6N2,"Bicyclo[2.2.1]hexa-2,5-diene, 2,3-dicarbonitrile-",XKDBHCJBKRLHRJ-UHFFFAOYSA-N,,9.3,C1C2C=CC1C(=C2C#N)C#N,1.223904521,8.842954589
C9H6N2,"Pyrazino[2,1,6-cd]pyrrolizine",OSSKPAOPEGASMO-UHFFFAOYSA-N,,7.65,C1=CC2=CN=CC3=CC=C1N23,0.133246825,7.835829221
C9H6N2,5-Methylisophthalonitrile,LYSGVAGOLJKEGK-UHFFFAOYSA-N,,,CC1=CC(=CC(=C1)C#N)C#N,0.808297313,-
C9H6N2,3-Indolecarbonitrile,CHIFTAQVXHNVRW-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C(=CN2)C#N,-0.324940157,7.92292891
C9H6N2,"Acetonitrile, 2-(3-cyanophenyl)-",OQKZSMMMKYJQJP-UHFFFAOYSA-N,,,C1=CC(=CC(=C1)C#N)CC#N,0.424135136,9.407991004
C9H6N2,"Benzeneacetonitrile, 4-cyano-",QILKKAFYAFEWGU-UHFFFAOYSA-N,,,C1=CC(=CC=C1CC#N)C#N,0.477272777,9.347375781
C9H6N2,"Tetracyclo[3.2.0.02,7.04,6]heptane-1,5-dicarbonitrile",CEEUJBOISPRDSX-UHFFFAOYSA-N,,,C1C2C3C2(C4(C1C34)C#N)C#N,-,-
C9H6N2,"Malononitrile, phenyl-",OFCTVAYVCDCQDA-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(C#N)C#N,-,9.461419803
C9H6N2,"o-Tolunitrile, α-cyano-",GKHSEDFDYXZGCG-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)CC#N)C#N,0.384017959,9.491474352
C12H13N3,PYRIMETHANIL,ZLIBICFPKPWGIZ-UHFFFAOYSA-N,,,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,-0.303818978,7.025276116
C12H13N3,bis-(2-Picolyl)amine,KXZQYLBVMZGIKC-UHFFFAOYSA-N,,,C1=CC=NC(=C1)CNCC2=CC=CC=N2,-0.110642647,6.68717672
C12H13N3,"3,3'-(Phenylimino)dipropionitrile",NSVHSAUVIFTVPN-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N(CCC#N)CCC#N,-0.574541217,7.547349083
C12H13N3,"3,3'-Dipicolylamine",FEBQXMFOLRVSGC-UHFFFAOYSA-N,,,C1=CC(=CN=C1)CNCC2=CN=CC=C2,-0.049311774,7.3593891
C12H13N3,2-(N-methylanilino)-3-methyl pyrazine,MVNJTWHIQSTKKM-UHFFFAOYSA-N,,,CC1=NC=CN=C1N(C)C2=CC=CC=C2,-0.03213347,6.942943793
C12H13N3,"2-Anilino-3,6-dimethyl pyrazine",POVOGNYQAMJQOM-UHFFFAOYSA-N,,,CC1=CN=C(C(=N1)NC2=CC=CC=C2)C,-0.171217054,7.019384934
C14H10O4,Benzoyl Peroxide,OMPJBNCRMGITSC-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,2.81685823,8.40946159
C14H10O4,Diphenyl oxalate,ULOZDEVJRTYKFE-UHFFFAOYSA-N,,7.94,C1=CC=C(C=C1)OC(=O)C(=O)OC2=CC=CC=C2,1.111830576,-
C14H10O4,"[1,1'-Biphenyl]-2,2'-dicarboxylic acid",GWZCCUDJHOGOSO-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O,0.565090837,7.773584058
C14H10O4,Furomollugin,AFMYCYWCHKTNNE-UHFFFAOYSA-N,,,COC(=O)C1=C(C2=CC=CC=C2C3=C1C=CO3)O,0.470355741,7.056849039
C14H10O4,Diprop-2-ynyl phthalate,NQXDCRARZBUWHX-UHFFFAOYSA-N,,,C#CCOC(=O)C1=CC=CC=C1C(=O)OCC#C,0.783706732,-
C14H10O4,"Benzoic acid, 2-(2-hydroxybenzoyl)-",HNRPIUDTZLIYEC-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)C(=O)O,0.724582671,7.564785892
C20H14N2,"2,2'-azonaphthalene",GSCOATNEHHMXKY-QURGRASLSA-N,,,,1.53442829,6.665402477
C20H14N2,"Quinoxaline, 2,3-diphenyl-",RSNQVABHABAKEZ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=CC=C4,1.197150666,-
C6H6O2,"2-Furancarboxaldehyde, 5-methyl-",OUDFNZMQXZILJD-UHFFFAOYSA-N,,,CC1=CC=C(O1)C=O,-0.102174584,8.470729878
C6H6O2,"Ethanone, 1-(2-furanyl)-",IEMMBWWQXVXBEU-UHFFFAOYSA-N,,9.02,CC(=O)C1=CC=CO1,-0.141135294,8.564553406
C6H6O2,Hydroquinone,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,,7.93,C1=CC(=CC=C1O)O,-1.427301304,7.420937661
C6H6O2,Resorcinol,GHMLBKRAJCXXBS-UHFFFAOYSA-N,,8.2,C1=CC(=CC(=C1)O)O,-,7.794555576
C6H6O2,"1,2-Benzenediol",YCIMNLLNPGFGHC-UHFFFAOYSA-N,,8.15,C1=CC=C(C(=C1)O)O,-,7.674473433
C6H6O2,3-methyl-2-furfural,DSMRYCOTKWYTRF-UHFFFAOYSA-N,,,CC1=C(OC=C1)C=O,-0.070367646,8.645057149
C6H6O2,4-methyl-2-furfural,BLHZUMDWLLFLJC-UHFFFAOYSA-N,,,CC1=COC(=C1)C=O,-0.077924141,8.628216262
C6H6O2,"1,4-Cyclohex-2-enedione",GPMMYQITJVUZAT-UHFFFAOYSA-N,,9.77,C1CC(=O)C=CC1=O,1.171145113,8.827090576
C6H6O2,3-formyl-2-methylfuran,WBFUBNWKSDINIX-UHFFFAOYSA-N,,,CC1=C(C=CO1)C=O,-0.376072347,-
C6H6O2,"4-Methyl-5,6-dihydropyran-2-one",FINYGTPXELVTLO-UHFFFAOYSA-N,,,CC1=CC(=O)OC=C1,-0.132879476,8.547478504
C6H6O2,"3-Cyclobutene-1,2-dione, 3,4-dimethyl-",XSPNWUVAVYEPBO-UHFFFAOYSA-N,,9.06,CC1=C(C(=O)C1=O)C,0.357990637,8.173422492
C6H6O2,"4-hydroxy-2,5-cyclohexadien-1-one",ZHIJXDCTUKJHPK-UHFFFAOYSA-N,,,C1=CC(=O)C=CC1O,0.726481999,8.702553992
C6H6O2,"Bicyclo[3.1.0]hexan-2,4-dione",WKUPQDDOIJNLLX-UHFFFAOYSA-N,,9.4,C1C2C1C(=O)CC2=O,-0.442165145,8.57673305
C6H6O2,"Hexa-1,5-diene-3,4-dione",MMPZYDUOPLQDHR-UHFFFAOYSA-N,,9.1,C=CC(=O)C(=O)C=C,1.349834308,8.331001393
C6H6O2,"2,4-Hexadiyne-1,6-diol",JXMQYKBAZRDVTC-UHFFFAOYSA-N,,,C(C#CC#CCO)O,0.136161123,8.362024654
C6H6O2,2-furyloxirane,SLPZDKCYRLRLED-UHFFFAOYSA-N,,,C1C(O1)C2=CC=CO2,-0.103418127,-
C25H16,"9,9'-Spirobi[9H-fluorene]",SNFCXVRWFNAHQX-UHFFFAOYSA-N,,7.5,C1=CC=C2C(=C1)C3=CC=CC=C3C24C5=CC=CC=C5C6=CC=CC=C46,-,6.951596891
C25H16,"7-Methyldibenzo(a,h)pyrene",AIGLSXACYSPHLX-UHFFFAOYSA-N,,,CC1=C2C=CC3=C4C2=C(C=CC4=CC5=CC=CC=C35)C6=CC=CC=C16,1.152203536,6.241185709
C13H12N2,"Benzaldehyde, phenylhydrazone",JGOAZQAXRONCCI-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C=NNC2=CC=CC=C2,0.187505559,6.683160376
C13H12N2,"Methanimidamide, N,N'-diphenyl-",ZQUVDXMUKIVNOW-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NC=NC2=CC=CC=C2,-0.12207943,6.907713711
C13H12N2,"Methanone, diphenyl-, hydrazone",QYCSNMDOZNUZIT-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=NN)C2=CC=CC=C2,-0.048378437,6.883977556
