Formula,Name,IUPAC Standard InChIKey,EA_,IE_,SMILES,EA,IE
C12H10O,p-Hydroxybiphenyl,YXVFYQXJAXKLAK-UHFFFAOYSA-N,,7.78,C1=CC=C(C=C1)C2=CC=C(C=C2)O,-0.714117321,-
C12H10O,2-Naphthyl methyl ketone,XSAYZAUNJMRRIR-UHFFFAOYSA-N,,8.31,CC(=O)C1=CC2=CC=CC=C2C=C1,0.585349427,-
C12H10O,3-Hydroxybiphenyl,UBXYXCRCOKCZIT-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC(=CC=C2)O,-0.151948945,7.440374479
C12H10O,"Ethanone, 1-(1-Naphthalenyl)-",QQLIGMASAVJVON-UHFFFAOYSA-N,0.598,8.23,CC(=O)C1=CC=CC2=CC=CC=C21,0.670443666,7.75523296
C12H10O,1-Acenaphthenol,MXUCIEHYJYRTLT-UHFFFAOYSA-N,,,C1C(C2=CC=CC3=C2C1=CC=C3)O,-0.255769795,7.338376766
C12H10O,"1-Naphthalenecarboxaldehyde, 4-methyl-",LANRGTXVAPBSIA-UHFFFAOYSA-N,,,CC1=CC=C(C2=CC=CC=C12)C=O,0.71339895,-
C12H10O,"7H-Benzocyclohepten-7-one,6-methyl-",DVPSDPRLPHEFDN-UHFFFAOYSA-N,,8.46,CC1=CC2=CC=CC=C2C=CC1=O,0.572299031,7.949927665
C12H10O,"Naphthalene, 2-(epoxyethyl)-",LAGFFQGUWPDQNH-UHFFFAOYSA-N,,8.21,C1C(O1)C2=CC3=CC=CC=C3C=C2,-0.072277858,7.550619845
C12H11N3,"Benzenamine, 4-(phenylazo)-",QPQKUYVSJWQSDY-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,0.805927235,6.561799316
C12H11N3,"1-Triazene, 1,3-diphenyl-",ALIFPGGMJDWMJH-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,0.573803799,7.016691045
C12H11N3,"Benzene, 1-dimethylamino-4-(2,2-dicyanoethenyl)",IYNONQVNLZATDK-UHFFFAOYSA-N,,7.6,CN(C)C1=CC=C(C=C1)C=C(C#N)C#N,1.164361411,7.354308807
C12H11N3,"Benzenamine,4-(phenylazo)-(E)-",QPQKUYVSJWQSDY-CCEZHUSRSA-N,,7.67,,0.805924514,6.561802037
C12H11N3,"3,6-diamino-9H-carbazole",YCZUWQOJQGCZKG-UHFFFAOYSA-N,,,C1=CC2=C(C=C1N)C3=C(N2)C=CC(=C3)N,-0.529308372,5.811164833
C12H11N3,"Perimidine, 2-amino-1-methyl-",YPQIGOYKNCVPOZ-UHFFFAOYSA-N,,6.41,CN1C2=CC=CC3=C2C(=CC=C3)N=C1N,-0.613218933,6.241207477
C12H11N3,"1-Triazene, 1,3-diphenyl-, (E)-",ALIFPGGMJDWMJH-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,0.57380652,7.016691045
C13H10,Fluorene,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,<0.278,7.88,C1C2=CC=CC=C2C3=CC=CC=C31,-0.337457217,7.499615547
C13H10,1H-Benz[f]indene,LJVOKUMRGBIJGP-UHFFFAOYSA-N,,,C1C=CC2=CC3=CC=CC=C3C=C21,-0.096318777,7.196953036
C13H10,1H-Benz[e]indene,KXYGKDBONOVZOM-UHFFFAOYSA-N,,,C1C=CC2=C1C3=CC=CC=C3C=C2,-0.022021862,7.176305329
C13H10,1H-Phenalene,XDJOIMJURHQYDW-UHFFFAOYSA-N,,,C1C=CC2=CC=CC3=C2C1=CC=C3,0.027072224,6.988514055
C13H10,"(Z,E)-1,3,11-Tridecatriene-5,7,9-triyne",KAGUESUDHDXNCN-GUBXDBFYSA-N,,,CC=CC#CC#CC#CC=CC=C,1.29521911,6.889267375
C13H10,"(E,E)-1,3,11-tridecatriene-5,7,9-triyne",KAGUESUDHDXNCN-YDFGWWAZSA-N,,,CC=CC#CC#CC#CC=CC=C,1.341842437,6.851014151
C13H10,"(E,E)-1,3,5-Tridecatriene-7,9,11-triyne",AJWRNFIZKHPOHC-JEGFTUTRSA-N,,,CC#CC#CC#CC=CC=CC=C,1.313831434,6.788730893
C13H10,"(Z,Z)-1,3,11-Tridecatriene-5,7,9-triyne",KAGUESUDHDXNCN-PEPZGXQESA-N,,,CC=CC#CC#CC#CC=CC=C,1.310794687,6.921583158
C13H10,1-Methylacenaphthylene,QALUZRZBRMSBPM-UHFFFAOYSA-N,,,CC1=CC2=CC=CC3=C2C1=CC=C3,0.581131722,7.326757669
C13H10,"(E,Z)-1,3,5-Tridecatriene-7,9,11-triyne",AJWRNFIZKHPOHC-STRRHFTISA-N,,,CC#CC#CC#CC=CC=CC=C,1.246775367,6.837767836
C13H10,1-methylbiphenylene,RFOJJZBDYVRVLG-UHFFFAOYSA-N,,,CC1=C2C3=CC=CC=C3C2=CC=C1,0.106144669,7.060234088
C13H10,2-methylbiphenylene,NHXQGCXQYYKWBN-UHFFFAOYSA-N,,,CC1=CC2=C(C=C1)C3=CC=CC=C32,0.094030332,6.996669192
C13H10,3H-Benz[e]indene,USPJQUFZLZTSBK-UHFFFAOYSA-N,,,C1C=CC2=C1C=CC3=CC=CC=C32,-0.069722745,7.083847793
C13H10,"Methylene, diphenyl-",XMGMFRIEKMMMSU-UHFFFAOYSA-N,,,C1=CC=C(C=C1)[C-]=C2C=C[CH+]C=C2,1.43881972,6.067574086
C9H12N4,"Propanenitrile, 3,3',3''-nitrilotris-",FYYPYNRGACGNNN-UHFFFAOYSA-N,,10.4,C(CN(CCC#N)CCC#N)C#N,-0.534331523,8.529394073
C9H12N4,"9H-purine, 9-butyl-",KXLZDRFOELIMKK-UHFFFAOYSA-N,,,CCCCN1C=NC2=CN=CN=C21,-0.246760232,8.174668756
C8H9N3O4,"N-methyl-2-amino-4,6-dinitrotoluene",CVQCJFVSXWXYEQ-UHFFFAOYSA-N,,,,1.525756144,8.022823213
C8H9N3O4,"N-methyl-3-amino-2,5-dinitrotoluene",QXOUPKOIWVMPSG-UHFFFAOYSA-N,,,,1.639906289,7.929143903
C8H9N3O4,"N,N-dimethyl-2,6-dinitroaniline",YBVORBQWOIFSGC-UHFFFAOYSA-N,,,CN(C)C1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],1.366340501,7.716152521
C8H9N3O4,"2,4-Dinitro-N-ethylaniline",YYOUTZBUOQBAAE-UHFFFAOYSA-N,,,CCNC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],-,-
C8H9N3O4,N-(5-nitro-2-furoyl)-n'-(isopropylidene) hydrazine,RCBCNXKAQZHAKY-UHFFFAOYSA-N,,,CC(=NNC(=O)C1=CC=C(O1)[N+](=O)[O-])C,1.297055853,8.043340307
C29H18,"4H-Dibenzo[a,de]pentacene",BZZXPEWKRBRGLZ-UHFFFAOYSA-N,,,,1.323298141,6.166475187
C18H11NO3,"1-Acetyl-2,3-phthaloylpyrrocoline",OLBAGJDDSBANJY-UHFFFAOYSA-N,,,CC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=CC=CC=C4C3=O,1.871695029,7.458567753
C18H10O4,"2-Propynoic acid, [1,1'-biphenyl]-4,4'-diyl ester",ZIWXVWCMEFCFFN-UHFFFAOYSA-N,,,,-,7.069240929
C16H10,Pyrene,BBEAQIROQSPTKN-UHFFFAOYSA-N,0.406,7.4256,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,0.422989553,7.030329198
C16H10,Fluoranthene,GVEPBJHOBDJJJI-UHFFFAOYSA-N,0.629995,7.9,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,0.709954038,7.416793426
C16H10,Acephenanthrylene,SQFPKRNUGBRTAR-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=C3C2=CC=C4,0.805306824,7.346145507
C16H10,aceanthrylene,JDPAVWAQGBGGHD-UHFFFAOYSA-N,,,C1=CC=C2C3=C4C(=CC=CC4=CC2=C1)C=C3,1.149264748,7.028688375
C16H10,"Benzene, 1,1'-(1,3-butadiyne-1,4-diyl)bis-",HMQFJYLWNWIYKQ-UHFFFAOYSA-N,,7.9,C1=CC=C(C=C1)C#CC#CC2=CC=CC=C2,-,-
C16H10,indenoindene,OZEPXROCWSMGGM-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C2=CC4=CC=CC=C43,1.253055666,6.975471823
C16H10,Benzacenaphthylene,GVEPBJHOBDJJJI-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,0.709932269,7.416793426
C16H10,"Azuleno[2,1,8-ija]azulene",HEJFWWFWBQGZGQ-UHFFFAOYSA-N,,7.14,C1=CC=C2C=C3C=CC=CC4=CC(=C1)C2=C43,0.818577629,6.682964457
C16H10,"1,1'-Biphenyl,2,2'-diethynyl-",PKTBMUQIQHZEIM-UHFFFAOYSA-N,,8.2,C#CC1=CC=CC=C1C2=CC=CC=C2C#C,0.309892474,7.57007571
C16H10,"Dibenzo[a,e]cyclooctene,5,6-didehydro-",GVOYLOQRZIUYOL-UHFFFAOYSA-N,,7.56,C1=CC=C2C#CC3=CC=CC=C3C=CC2=C1,1.068578691,6.910285151
C16H10,Cyclohept[fg]acenaphthylene,NIALEBRUYGMNAY-UHFFFAOYSA-N,,7.13,C1=CC=C2C=CC3=CC=C4C3=C2C(=C1)C=C4,0.717488764,6.872913564
C9H11N3O,N-Nitrosonornicotine,XKABJYQDMJTNGQ-UHFFFAOYSA-N,,,C1CC(N(C1)N=O)C2=CN=CC=C2,0.034718515,-
C9H11N3O,"N,n-di-methyl-amido-azo-benzol",CHTGJYZCEGUFPY-UHFFFAOYSA-N,,,CN(C)C(=O)N=NC1=CC=CC=C1,1.134780333,6.93551519
C16H11N,Benzo(b)carbazole,ROEOVWIEALGNLM-UHFFFAOYSA-N,,7.1,C1=CC=C2C=C3C(=CC2=C1)C4=CC=CC=C4N3,0.249829633,6.683378064
C16H11N,11H-Benzo[a]carbazole,MYKQKWIPLZEVOW-UHFFFAOYSA-N,,7.1,C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C34,-0.035118517,6.820450756
C16H11N,1-Aminopyrene,YZVWKHVRBDQPMQ-UHFFFAOYSA-N,,6.8,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N,0.238077202,6.330157515
C16H11N,3-Fluoranthenamine,VHGJAFIHUSTRGB-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N,0.494652442,6.56544559
C16H11N,2-Pyrenamine,MFUFBSLEAGDECJ-UHFFFAOYSA-N,,7.4,C1=CC2=C3C(=C1)C=CC4=C3C(=CC(=C4)N)C=C2,0.33254291,-
C16H11N,4-Pyrenamine,AYBSKADMMKVOIV-UHFFFAOYSA-N,,,C1=CC2=C3C(=C1)C=C(C4=CC=CC(=C43)C=C2)N,0.29993869,6.490843913
C16H11N,Benzo(c)carbazole,CNEBOSRZUQUQMH-UHFFFAOYSA-N,,7.3,C1C=CC=C2C1=C3C(=NC4=CC=CC=C43)C=C2,1.648534897,6.869297222
C16H11N,"11H-Indeno(1,2-b)quinoline",KUZOQBPSADEASZ-UHFFFAOYSA-N,,,C1C2=CC=CC=C2C3=NC4=CC=CC=C4C=C31,0.531253959,7.436537728
C16H11N,7H-Benzo[c]carbazole,UGFOTZLGPPWNPY-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4N3,0.102310639,6.874704047
C18H10N2,"Acenaphtho(1,2-b)quinoxaline",VRSLSEDOBUYIMM-UHFFFAOYSA-N,,8.6,C1=CC=C2C(=C1)N=C3C4=CC=CC5=C4C(=CC=C5)C3=N2,-,7.449936424
C18H10N2,"Indolo[3,2-b] carbazole",HLVSZSQYBQCBQG-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C3=CC4=NC5=CC=CC=C5C4=CC3=N2,2.415675573,7.257867581
C12H10N2O,Azoxybenzene,GAUZCKBSTZFWCT-UHFFFAOYSA-N,,8.1,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],-,-
C12H10N2O,N-Nitrosodiphenylamine,UBUCNCOMADRQHX-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,0.880615988,7.385922547
C12H10N2O,"Phenol, 4-(phenylazo)-",BEYOBVMPDRKTNR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,0.959119723,-
C12H10N2O,"Benzenamine, 4-nitroso-N-phenyl-",OIJHFHYPXWSVPF-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,1.001370242,6.606398145
C12H10N2O,"4H-Cyclopenteno[2,3-e]pyrido[1,2-a]pyrimidin-4-one, 7-methyl",PQRSXUXQNMZPBI-UHFFFAOYSA-N,,,CC1=CN2C(=NC3=CCC=C3C2=O)C=C1,0.951432615,6.697756357
C12H10N2O,"4H-Cyclopenteno[2,3-e]pyrido[1,2-a]pyrimidin-4-one, 6-methyl",BNCKUBBIJACNOY-UHFFFAOYSA-N,,,CC1=CC2=NC3=CCC=C3C(=O)N2C=C1,0.918352202,6.690975375
C12H10N2O,"4H-Cyclopenteno[2,3-e]pyrido[1,2-a]pyrimidin-4-one, 8-methyl",QHFQWYDIEYIDOX-UHFFFAOYSA-N,,,CC1=CC=CC2=NC3=CCC=C3C(=O)N12,0.916330425,6.674654218
C12H10N2O,(E)-4-Phenylazophenol,BEYOBVMPDRKTNR-BUHFOSPRSA-N,,7.6,,0.948504711,6.924304258
C12H10N2O,N-2-pyridylbenzamide,LZIJKEIPCFEOLH-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)NC2=CC=CC=N2,0.430292985,7.81576655
C12H10N2O,"Methanone, phenyl-2-pyridinyl-, oxime",RSJDEVMJZLLAHS-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=NO)C2=CC=CC=N2,0.336161973,7.472170532
C12H10N2O,"9H-Pyrido[3,4-b]indol-7-ol, 1-methyl-",SATMZMMKDDTOSQ-UHFFFAOYSA-N,,7.92,,-0.243097632,7.220226604
C12H10N2O,Salicylidene 2-aminopyridine,DYOIUODXXXAPDU-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)C=NC2=CC=CC=N2)O,0.917198456,-
C12H10N2O,"1,5-Dihydro-2-methyl-4h-pyrido[3,2-b]indol-4-one",HITNMJMNQIHHAY-UHFFFAOYSA-N,,,,-0.163214299,6.9920406
C12H10N2O,"1,5-Dihydro-4-methyl-2h-pyrido[3,2-b]indol-2-one",UYWWFGQSFIGAKY-UHFFFAOYSA-N,,,CC1=CC(=O)NC2=C1NC3=CC=CC=C32,0.195799472,6.828554191
C12H10N2O,Phenacyl pyrazine,WUYTZBFFXRNJSB-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)CC2=NC=CN=C2,0.653246314,7.898447174
C21H15N3O3,"1,3,5-Triphenyl-s-triazine-2,4,6(1H,3H,5H)-trione",YEACGXMAEGBJSM-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N2C(=O)N(C(=O)N(C2=O)C3=CC=CC=C3)C4=CC=CC=C4,-,-
C21H15N3O3,"1,3,5-Triazine, 2,4,6-triphenoxy-",IYDYVVVAQKFGBS-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=NC(=NC(=N2)OC3=CC=CC=C3)OC4=CC=CC=C4,-,-
C12H10,Biphenyl,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,<0.130,8.8,C1=CC=C(C=C1)C2=CC=CC=C2,-0.236556107,7.740955348
C12H10,Acenaphthene,CWRYPZZKDGJXCA-UHFFFAOYSA-N,,7.68,,-0.441716163,7.284550687
C12H10,"Naphthalene, 2-ethenyl-",KXYAVSFOJVUIHT-UHFFFAOYSA-N,,,C=CC1=CC2=CC=CC=C2C=C1,0.11250388,7.435650649
C12H10,1-Vinylnaphthalene,IGGDKDTUCAWDAN-UHFFFAOYSA-N,,7.7,C=CC1=CC=CC2=CC=CC=C21,0.184977657,7.362793196
C12H10,"1,8-Dihydro-as-indacene",LHBLJJVZXVGWMH-UHFFFAOYSA-N,,,C1C=CC2=C1CC=C3C2=CC=C3,0.263280031,6.682240644
C12H10,"Hexa-2,4-diyn-1-ylbenzene",WXQYRBLGGSLJHA-UHFFFAOYSA-N,,,CC#CC#CCC1=CC=CC=C1,-0.472132619,7.720068184
C12H10,"1,4-Ethenonaphthalene, 1,4-dihydro-",HQFAAEWHTFVMMR-UHFFFAOYSA-N,,8,C1=CC=C2C3C=CC(C2=C1)C=C3,-,7.416752609
C12H10,"11-Methylenebicyclo[4.4.1]undeca-1,3,5,7,9-pentaene",AZBGWNFFBVLTKT-UHFFFAOYSA-N,,7.5,C=C1C2=CC=CC=C1C=CC=C2,0.031676325,7.446730968
C12H10,"2,5-Etheno[4.2.2]propella-3,7,9-triene",RDIUVVQMLJOTAO-UHFFFAOYSA-N,,8,C1=CC2C=CC1C34C2(C=C3)C=C4,-0.913405243,7.353925132
C12H10,"Cyclobuta[b]naphthalene,1,2-dihydro-",MMABYPJZIOSXLX-UHFFFAOYSA-N,,7.92,C1CC2=CC3=CC=CC=C3C=C21,-0.275593008,7.501357051
C12H10,"4a,8a-Ethenonaphthalene",KXOPXLOWRQHPCX-UHFFFAOYSA-N,,8.1,C1=CC23C=CC=CC2(C=C1)C=C3,2.460010455,6.404696608
C12H10,"(E,E)-1-Phenylhexa-1,3-dien-5-yne",SEQZAYGOCMKLRP-JAFPNSLJSA-N,,7.9,C#CC=CC=CC1=CC=CC=C1,0.749924276,7.138408569
C12H10,"Cyclobuta[a]naphthalene,1,2-dihydro-",MXVTXRCFKWSEAZ-UHFFFAOYSA-N,,7.84,C1CC2=C1C=CC3=CC=CC=C23,-0.302384959,7.412709055
C12H10,7b-Methyl-7bh-cyclopent[cd]indene,IYMNWEQUDFDENP-UHFFFAOYSA-N,,7.56,CC12C3=CC=C1C=CC2=CC=C3,-0.072743166,7.267508438
C12H10,"Cyclopent[cd]azulene,2a,8b-dihydro-",HXHFTTRCEKEWIZ-UHFFFAOYSA-N,,7.46,C1=CC=C2C=CC3C2C(=C1)C=C3,2.430407608,4.586699766
C12H10,"5,5'-(1,2-Ethediylidene)bis-1,3-cyclopentadiene",LXMXLCGXMCDJCC-UHFFFAOYSA-N,,,C1=CC(=CC=C2C=CC=C2)C=C1,1.711773261,-
C12H11NO2,Carbaril,CVXBEEMKQHEXEN-UHFFFAOYSA-N,,,CNC(=O)OC1=CC=CC2=CC=CC=C21,-0.182528667,7.351772742
C12H11NO2,"3-Indoleacrylic acid, methyl ester",JKVXFZPEUCTHQO-VOTSOKGWSA-N,,,COC(=O)C=CC1=CNC2=CC=CC=C21,0.150400639,7.182718962
C12H11NO2,"Cyclobutanecarboxylic acid, 4-cyanophenyl ester",ILZYZHSUQGGPKH-UHFFFAOYSA-N,,,C1CC(C1)C(=O)OC2=CC=C(C=C2)C#N,0.426355554,8.413363648
C12H11NO2,"3-Methylbut-2-enoic acid, 4-cyanophenyl ester",KQIOMMKFZCDOIT-UHFFFAOYSA-N,,,CC(=CC(=O)OC1=CC=C(C=C1)C#N)C,0.835935526,8.147139387
C12H11NO2,"4-Cyanobenzoic acid, cyclobutyl ester",ZEYMYKZTNSCNKB-UHFFFAOYSA-N,,,C1CC(C1)OC(=O)C2=CC=C(C=C2)C#N,1.485859376,8.656319782
C12H11NO2,"2-Furancarboxamide, N-(3-methylphenyl)-",KPBVQSTXGSQMSM-UHFFFAOYSA-N,,,CC1=CC(=CC=C1)NC(=O)C2=CC=CO2,-,-
C12H11NO2,"1,3-Diacetylindole",STUZJORZRZCLRI-UHFFFAOYSA-N,,,CC(=O)C1=CN(C2=CC=CC=C21)C(=O)C,0.557387403,7.83694215
C12H11NO2,"3-Furancarboxamide, 2-methyl-N-phenyl-",JFSPBVWPKOEZCB-UHFFFAOYSA-N,,,CC1=C(C=CO1)C(=O)NC2=CC=CC=C2,-0.171023856,7.408553935
C12H11NO2,8-ethylquinoline-2-carboxylic acid,XFOPGCOCCTWKAM-UHFFFAOYSA-N,,,CCC1=CC=CC2=C1N=C(C=C2)C(=O)O,0.765429103,-
C12H11NO2,"2-Propenoic acid, 2-cyano-3-phenyl-, ethyl ester",KCDAMWRCUXGACP-DHZHZOJOSA-N,,,CCOC(=O)C(=CC1=CC=CC=C1)C#N,-,-
C12H11NO2,N-(4-Ethylphenyl)maleimide,FHVHFKZQDVQILM-UHFFFAOYSA-N,,,CCC1=CC=C(C=C1)N2C(=O)C=CC2=O,1.336960784,7.738465541
C12H11NO2,"Maleimide, n-(2,6-xylyl)-",VMDQUQBEIFMAIC-UHFFFAOYSA-N,,,CC1=C(C(=CC=C1)C)N2C(=O)C=CC2=O,1.240269217,-
C6H7NO2,Methyl pyrrole-2-carboxylate,VONGYFFEWFJHNP-UHFFFAOYSA-N,,8.65,COC(=O)C1=CC=CN1,-0.421269818,8.216307028
C6H7NO2,N-Methylpyrrole-2-carboxylic acid,ILAOVOOZLVGAJF-UHFFFAOYSA-N,,,CN1C=CC=C1C(=O)O,-0.740063009,8.105133766
C6H7NO2,"Pyridine, 4-methoxy-1-oxide-",BOFAIBPJCWFJFT-UHFFFAOYSA-N,,7.98,COC1=CC=[N+](C=C1)[O-],-0.801279596,7.373715692
C6H7NO2,"1H-Pyrrole-2,5-dione, 1-ethyl-",HDFGOPSGAURCEO-UHFFFAOYSA-N,1.123,,CCN1C(=O)C=CC1=O,0.975846324,9.228452826
C6H7NO2,3-Acetamidofuran,MSUYGSATOVDCFI-UHFFFAOYSA-N,,,CC(=O)NC1=COC=C1,-1.183830882,7.81697744
C6H7NO2,"2-Furancarboxamide, N-methyl-",MXGRCIBAPXPYMA-UHFFFAOYSA-N,,,CNC(=O)C1=CC=CO1,-0.665001466,-
C6H7NO2,"Pyridine, 2-methoxy-, 1-oxide",NYWWLAGHUMTSBB-UHFFFAOYSA-N,,8.21,COC1=CC=CC=[N+]1[O-],-0.792270034,7.525901373
C6H7NO2,"Pyridine, 3-methoxy-, 1-oxide",CREDSSUYAKFWJO-UHFFFAOYSA-N,,8.4,COC1=C[N+](=CC=C1)[O-],-0.70746151,7.827867282
C6H7NO2,"Pyridinium,3-hydroxy-1-methoxy-,hydroxide,inner salt",QSIKSVXXOQDQNV-UHFFFAOYSA-N,,8.3,CO[N+]1=CC=CC(=C1)[O-],-,7.60653845
C6H7NO2,"2(1H)-Pyridinone,1-methoxy-",QQIZPGDMEQYXPB-UHFFFAOYSA-N,,8.32,CON1C=CC=CC1=O,-,7.975402603
C6H7NO2,"4(1H)-Pyridinone,1-methoxy-",ZZMBOQHEQKZJHQ-UHFFFAOYSA-N,,8.49,CON1C=CC(=O)C=C1,-,7.892972321
C6H7NO2,3-carboxy-4-methylpyrrole,FXPOCCDGHHTZAO-UHFFFAOYSA-N,,,CC1=CNC=C1C(=O)O,-1.191469009,-
C6H7NO2,2-cyanoethyl acrylate,AEPWOCLBLLCOGZ-UHFFFAOYSA-N,,,C=CC(=O)OCCC#N,0.276156276,9.445906812
C6H7NO2,3-carboxy-4-methylpyrrole,FXPOCCDGHHTZAO-UHFFFAOYSA-N,,,CC1=CNC=C1C(=O)O,-1.191469009,-
C6H7NO2,3-Methoxy-2(1H)-pyridone,LKIMDXQLHFCXQF-UHFFFAOYSA-N,,,COC1=CC=CNC1=O,-1.003198821,7.823728489
C6H7NO2,6-Methoxy-2-pyridone,DEXSUIQBIMPSNG-UHFFFAOYSA-N,,,COC1=CC=CC(=O)N1,-0.558032304,7.510486341
C16H11NO3,Norgraveoline,XZLHQSQFBBOXIY-UHFFFAOYSA-N,,,C1OC2=C(O1)C=C(C=C2)C3=CC(=O)C4=CC=CC=C4N3,0.555553382,7.000658324
C6H6O4,"4H-Pyran-4-one, 3,5-dihydroxy-2-methyl-",SSSNQLHKSUJJTE-UHFFFAOYSA-N,,,CC1=C(C(=O)C(=CO1)O)O,-0.316665291,7.969348155
C6H6O4,"trans,trans-Muconic acid",TXXHDPDFNKHHGW-ZPUQHVIOSA-N,,,C(=CC(=O)O)C=CC(=O)O,1.424923063,8.764263098
C6H6O4,"4H-Pyran-4-one, 5-hydroxy-2-(hydroxymethyl)-",BEJNERDRQOWKJM-UHFFFAOYSA-N,,,C1=C(OC=C(C1=O)O)CO,0.051962126,8.334612293
C6H6O4,"2-Butynedioic acid, dimethyl ester",VHILMKFSCRWWIJ-UHFFFAOYSA-N,,10.9,COC(=O)C#CC(=O)OC,-,-
C6H6O4,"4H-Pyran-4-one, 2,3-dihydro-3-hydroxy-6-formyl",MOGMYZWZFVCQNF-UHFFFAOYSA-N,,,C1C(C(=O)C=C(O1)C=O)O,0.969636774,8.910957599
C6H6O4,"3(2H)-Furanone, 2-acetyl-4-hydroxy",ZCFLPKHCTMEWQM-UHFFFAOYSA-N,,,CC(=O)C1C(=O)C(=CO1)O,0.214104311,8.379001597
C6H6O4,"3,4-Dimethoxy-3-cyclobutene-1,2-dione",SZBNZTGCAMLMJY-UHFFFAOYSA-N,,9.2,COC1=C(C(=O)C1=O)OC,-0.140536652,7.955832452
C6H6O4,"3-Methylenecyclopropane-trans-1,2-dicarboxylic acid",XZVHROKAQFFOCA-QWWZWVQMSA-N,,,C=C1C(C1C(=O)O)C(=O)O,1.395162392,8.826617105
C6H6O4,"3-Methylenecyclopropane-1,2-dicarboxylic acid",XZVHROKAQFFOCA-UHFFFAOYSA-N,,,C=C1C(C1C(=O)O)C(=O)O,-,8.826617105
C24H16N2,"1,10-Phenanthroline, 4,7-diphenyl-",DHDHJYNTEFLIHY-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=C3C=CC4=C(C=CN=C4C3=NC=C2)C5=CC=CC=C5,0.811132699,7.14179906
C18H14N4O2,"2,4-Bis(phenylazo) resorcinol",XVTNUIZCUDPIOU-UHFFFAOYSA-N,,,,1.504006392,6.497578635
C6H6O,Phenol,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,,8.508,C1=CC=C(C=C1)O,-1.46486609,8.140445481
C6H6O,2-Vinylfuran,QQBUHYQVKJQAOB-UHFFFAOYSA-N,,,C=CC1=CC=CO1,-0.755793688,7.743959442
C6H6O,3-vinylfuran,CYFIOEQOOFDASY-UHFFFAOYSA-N,,,C=CC1=COC=C1,-1.085351552,7.993756422
C6H6O,"1-Propyne, 3,3'-oxybis-",HRDCVMSNCBAMAM-UHFFFAOYSA-N,,,C#CCOCC#C,-0.899568449,8.795640102
C6H6O,"2,4-Cyclohexadienone",WQPDQJCBHQPNCZ-UHFFFAOYSA-N,,,C1C=CC=CC1=O,0.354494024,8.438084841
C6H6O,"2,5-Cyclohexadienone",WGHKKEJHRMUKDK-UHFFFAOYSA-N,,,C1C=CC(=O)C=C1,-0.061915909,8.729286079
C17H13N,"N-Methyl-2,3-5,6-dibenzazalene",VMSTUPSUMJBRGU-UHFFFAOYSA-N,,,CN1C2=CC=CC=C2C=C3C1=CC4=CC=CC=C43,0.632078877,6.204513444
C17H13N,"Pyridine, 3,5-diphenyl-",VCJOMHSIIOWCPQ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC(=CN=C2)C3=CC=CC=C3,0.312450308,7.510611512
C17H13N,2-(4-biphenylyl)pyridine,LFIPLQWBFZMHQX-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=N3,0.567610576,7.220090549
