SMILE,SRP
C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,-0.383
C1=C(NC(=O)N=C1)N,0.83
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,1.14
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,-0.037
C2(C1=C([N]3C(=C1C(C(=C2C)OC)=O)CCC3)C(OCC)=O)=O,-0.383
CC1=CC=CC=C1NS(=O)(=O)C2=C(N=CN2C)[N+](=O)[O-],-0.426
C1CSSC1CCCCC(=O)N,-1.6
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC(C)N(CC)CC,0.9
O=[N](=O)C1=NC=C[N]1CC(O)CN2CC2,-0.398
CCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCC,-0.439
C[N+](C)(C)CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+](C)(C)C,-0.367
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,0.208
C1COCCN1CC(CN2C=CN=C2[N+](=O)[O-])O,-0.38
C1(=CC=C(C=C1)[CH2])COC,1.04
C(C(=O)O)S,1.347
C1=CC=C2C(=C1)C3C=CC=CC3C(=O)C2=O,-0.124
CC1=[N+](C=CC(=C1)C2=CC=[N+](C=C2)C)C,-0.5
C1=CC(=C(C=C1CCN)O)O,0.018
C1CO[CH]CO1,0.16
CN(C)[CH2],-0.79
C1=CN=C([N]1CCCN2CCCCC2)[N+](=O)[O-],-0.353
C1CN1C2=C(C=C(C(=C2)C(=O)N)N)[N+](=O)[O-],-0.515
C[C](C)C1=CC=CC=C1,0.4
CCOC1=C2C(=CC=C1)SC3=CC=CC=C3N2,0.692
CN1C=NC(=C1S(=O)(=O)N2CCOCC2)[N+](=O)[O-],-0.406
C1(=CC=C(C=C1)O)N,0.217
CCSC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CSCC,-0.308
C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CC(=O)NCCO,-0.546
CC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(C)=O)C)C,-0.356
CN(C)C(=O)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC(=O)N(C)C,-0.399
C1=CC=C(C(=C1)O)O,0.043
C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,-0.257
CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,-0.168
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,-0.292
C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],-0.385
C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.[Ru],2.65
C1=C(C=C(C(=C1O)O)O)CCN,0.042
C1=CC=C2C(=O)C=CC(=O)C2=C1,-0.14
C1=C(C=CC(=C1)[CH2-])CN,-0.53
CC(C)(C1=CN=C(N1C)[N+](=O)[O-])O,-0.412
C[C-](C)C,-1.76
CC(=O)NC1=CC=C(C=C1)O,0.45
N#CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,-0.362
C1=CN=C([N]1CC(COC(CCl)COC(C)C)O)[N+](=O)[O-],-0.395
C1CC(CN(C1)CC(CN2C=CN=C2[N+](=O)[O-])O)O,-0.357
CN([CH2-])C1=CC=CC=C1,-1.79
C1=C[N+]3=C(C=C1)C2=[N+](C=C(C=C2)OCCC)CC3,-0.44
CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)Cl)[N+](=O)[O-],-0.325
CN1C=C(N=C1S(=O)(=O)C)[N+](=O)[O-],-0.446
C(=O)(N)NO,-0.552
C1=CC=[N+]2C=C3C=CC4=C[N+]5=CC=CC=C5C=C4C3=CC2=C1,-0.272
C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[V+2],0.14
CN1C(=CN=C1C=O)[N+](=O)[O-],-0.36
C1CCN(CC1)CCCCN2C=CN=C2[N+](=O)[O-],-0.386
C1(=CN=C([N]1C)[N+](=O)[O-])C(=NN2CCNCC2)[H],-0.354
COC1=C2C(=CC=C1)SC3=CC=CC=C3N2,0.698
CCOC(=O)C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C(C4=CC=CC=C4)C(=O)OCC,-0.188
CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,-0.502
C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,-0.114
CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.715
C1=CN=C(C=C1)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC4=NC=CC=C4,-0.325
C2(=CC=C(C=C2)C)[CH2],0.75
C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,0.073
COC1=CC2=C(C=C1)NC3=C(S2)C(=CC=C3)Cl,0.668
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)[O-],-0.39
CC(C)N(CC[N]1C=CN=C1([N+]([O-])=O)C(C)C,-0.272
CCN(CC)[CH]C,-0.88
C1=C(C=C(C=C1O)O)C(=O)O,0.28
COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,-0.38
C[N+]1=CC=CC2=C1C=CC3=C2C=CC=[N+]3C,-0.268
O=[S](=O)([O-])CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[S](=O)(=O)[O-],-0.36
C2(C1=C4[N](C(=C1C(C(=C2C)C)=O)C3=CC=CC=C3)CCC4)=O,-0.435
C1=C[N+]4=C(C=C1)C2=[N+](C(=CC=C2)C3=CC=CC=C3)CC4,-0.32
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C,0.829
CC1=C[N+]2=C(C=C1)C3=[N+](CCC2)C=C(C=C3)C,-0.671
CN1C=NC(=C1S(=O)(=O)OC2=CC=CC=C2OC)[N+](=O)[O-],-0.365
C1=C(C=CC(=C1)[CH2-])COC,-0.47
O=[N+]([O-])C1=C[N+]3=C(C=C1)N(C2=CC=CC=C2)CC3,-0.335
C1=CC(=CC=C1[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],-0.15
CN1C(=CN=C1SCCOC2=CC=C(C=C2)C(=O)O)[N+](=O)[O-],-0.481
CC1=CN=C(N1CCO)[N+](=O)[O-],-0.423
N.N.N.N.N.N.[Ru+8],0.1
C1=CC=CC2=C1C(=C3C(=[N+]2[H])C=CC=C3)NC4=CC=C(C=C4)N[S](C)(=O)=O,-0.803
N.N.N.N.N.N.[Co+2],0.108
C1=CC(=C(C=C1/C=C/C(=O)O)O)O,0.084
CN1C=NC(=C1S(=O)(=O)NC2=CC=CC=C2OC)[N+](=O)[O-],-0.408
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,0.865
C1=CC3=C(C=C1C)SC2=C(C=CC(=C2)C)N3,0.626
C1=CN=C([N]1CC[N+]2(CCOCC2)C)[N+](=O)O[H],-0.318
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(CN2C1=CC(=C(C)C=C1N=C3C(=O)N([H])C(=O)N=C23)C[N]4C=C[N+](=C4)C)OC(C)=O,-0.118
C1=C(C(=CC(=C1S(=O)(=O)O)O)S(=O)(=O)O)O,0.116
CC1=CC(=O)C=C(C1=O)C,-0.08
CC1=CC2=C(C=C1CN3C=CN=C3)N(C4=NC(=O)NC(=O)C4=N2)CC(C(C(CO)O)O)O,-0.173
COC1=CC2=C(C=C1)NC3=C(S2)C=CC(=C3)Cl,0.662
C1=NC(=C(N1CC(CO)O)I)[N+](=O)[O-],-0.512
C1=CC=CC=C1[CH1]O,-0.06
CC1(C(NC(=O)NC1=O)O)[N+](=O)[O-],-0.405
C(CSSCCO)O,-1.57
CN1C(=CN=C1[N+](=O)[O-])C=NN2CCOCC2,-0.366
CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],-0.467
C1COCCN1CCCCN2C=CN=C2[N+](=O)[O-],-0.396
CCOC(=O)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC(=O)OCC,-0.433
C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C3=CC=CC=C3)C4=CC=CC=C4,-0.39
CNC1=CC=C(C=C1)O,0.146
COC1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CCC3,-0.63
C1=CC2=C(C=C1O)C=C(O2)[N+](=O)[O-],-0.285
CN(C)C(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N2CC2,-0.377
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.292
C1=C(C=[N+]2C(=C1)N(CC2)C3=CC=CC=C3)[N+](=O)[O-],-0.266
CC1=CC(=O)C2=C(N(C(=C2C1=O)C)C)C3=CC=CC=C3,-0.423
[CH2]O,-0.92
C1=C([N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)CC,-0.42
CC1(CC(CC(N1)(C)C)NCC(CN2C=CN=C2[N+](=O)[O-])O)C,-0.361
CC(=O)C1=CC=[N+](C=C1)C,-0.51
C1=CC(=CC=C1C=O)[N+](=O)[O-],-0.322
C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],0.16
[C](O)(C1=CC=C(C=C1)C)C,-0.22
CC(=O)OCC1=CC(=O)C2=CC=CC=C2C1=O,-0.1
C1=CC=C(C4=C1C2=NN(C3=CC=C(C(C23)C4=O)NCCNCCO)CCNCCO)O,-0.538
CC1=NC=C(N1C)[N+](=O)[O-],-0.475
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#[S]NC3=CC=CC=C3,-0.357
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,-0.271
