,SMILE,ph,SRP,solvent_-,solvent_1 M H2SO4,solvent_CH2Cl2,solvent_CH3CN,solvent_H2O,solvent_MeCN,solvent_PBS buffer,solvent_iso-propyl alcohol,type_anion,type_neutral,type_radical
451,CCCC(CN1C=CN=C1[N+](=O)[O-])O,7.0,-0.389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51,C1=CC(O)C=CC1O,0.0,1.041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
422,CN1C(=CN=C1[N+](=O)[O-])C(=O)N,7.0,-0.321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
835,C1=CC3=C(C=C1C)SC2=C(C=CC(=C2)C)N3,7.0,0.626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
578,C1=CC=C2C(=C1)C=C(O2)[N+](=O)[O-],7.0,-0.292,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
264,C1[C@H](C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,7.0,0.048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
453,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCC(CO)O,7.0,-0.392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
622,CC2=C(C=[N+]1CCCC[N+]3=C(C1=C2)C=C(C)C(=C3)C)C,7.0,-0.832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
425,CN1C(=CN=C1[N+](=O)[O-])C(=O)OC,7.0,-0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
838,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,7.0,0.715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1COC1O[CH](O)[CH](O)[CH](O)[CH]1O,7.0,0.454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
653,CCOC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)OCC,7.0,-0.422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
518,CC(C)CN1C=NC2=C1N=C(N=C2SC3=C(N=CN3C)[N+](=O)[O-])N,7.0,-0.503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
351,CC1=C(C(=O)C2=CC=CC=C2C1=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,7.0,-0.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
83,CC1=C(C(O)C(=CC1O)OC)OC,7.0,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
61,CC1=CC(O)C=C(C1O)C,7.0,0.142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
272,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,13.5,0.187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
285,[CH2-]C1=CC=C(C=C1)Cl,7.0,-1.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
506,CN1C=NC(=C1OC2=CC=C(C=C2)O)[N+](=O)[O-],7.0,-0.565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
731,[CH2]O,7.0,-0.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CO,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
182,[O]C1C2=CC=CC=C2C([O-])C3=C(O)C=CC(N)=C13,7.0,-0.408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
398,C1=CC=C(C(=C1)C#N)[N+](=O)[O-],7.0,-0.308,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
833,COC1=CC2=C(C=C1)NC3=C(S2)C=CC(=C3)Cl,7.0,0.662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
223,CC1=C(N)C(C2=C(N3C[C@H]4[C@H](N4)[C@]3(OC)[C@@H]2COC(N)=O)C1O)O,7.0,-0.368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
522,CN1C=C(N=C1I)[N+](=O)[O-],7.0,-0.521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
638,C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CC(=O)O)CC(=O)O,7.0,-0.444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
807,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,7.0,0.208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
783,C1=C(C(=CC(=C1S(=O)(=O)O)O)S(=O)(=O)O)O,7.0,0.116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
532,C1CS(=O)(=O)C2=C(N=CN21)[N+](=O)[O-],7.0,-0.335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
809,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
176,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC=C3O,7.0,-0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
660,C1=CC(=CC=C1[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],7.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
751,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)N(C(=O)N3)C,7.0,-0.535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
486,CC1(CC(CC(N1O)(C)C)NCC(CN2C=CN=C2[N+](=O)[O-])O)C,7.0,-0.355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,CC1=C(SC[C@H](NC(CC[C@H](N)C(O)=O)=O)C(NCC(O)=O)=O)C(C2=CC=CC=C2C1[O])[O-],7.0,-0.195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
248,C1=CC(=C(C(=C1)O)O)O,13.5,-0.009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
850,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,7.0,0.762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
803,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,7.0,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
74,CC(C)(C)C1=CC(O)C=CC1O,14.0,-0.075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
113,C1=CC(=CC(=C1)O)O,13.5,0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
519,CN1C=NC(=C1S(=O)(=O)OC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],7.0,-0.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
804,CC1=C(NC2=CC=CC=C12)C,7.0,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
104,C1=CC(=C(C=C1CC(=O)O)O)O,13.5,0.021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
114,C1=CC(=CC(=C1)O)O,7.0,0.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
381,C1=CC=CC2=C1C(=C3C(=N2)C=CC=C3)N(C4C=CC(C=C4N(C)C)=O)[H],7.0,-0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
92,CC1=C(C(O)C(=CC1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C,7.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
514,CN1C=NC(=C1S(=O)(=O)OC2=CC=CC=C2OC)[N+](=O)[O-],7.0,-0.365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
89,CC1=C(C([O-])C(=C(C1[O])OC)OC)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,7.0,-0.105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
336,C1=CC=C2C(=C1)C=CC(=O)C2=O,7.0,-0.089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
900,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Fe+2],7.0,1.147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
836,C1=CC3=C(C=C1OC)SC2=C(C=CC(=C2)OC)N3,7.0,0.475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
847,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCCCC[N](CC)(CC)CC,7.0,0.864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
552,CC1=NC=C(N1CCNC(=O)S)[N+](=O)[O-],7.0,-0.498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
542,CN1C(=CN=C1C=O)[N+](=O)[O-],7.0,-0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
557,C1CS(=O)(=O)C2=NC=C(N21)[N+](=O)[O-],7.0,-0.342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
94,CCOC(=O)NC1=C(C([O-])C(=C(C1[O])N2CC2)NC(=O)OCC)N3CC3,7.0,-0.228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1O,7.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
447,C1=CN=C([N]1CCOC(C)=O)[N+](=O)[O-],7.0,-0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43,CC1=CC=C[C-]1[Fe+2][C-]1C(C)=CC(=C1),7.0,1.057,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,1.153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
329,CC1=C(C(=O)C=CC1=O)C,7.0,-0.074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
167,CC1=C(C/C=C(CCCC(CCCC(CCCC(C)C)C)C)\C)C(C2=CC=CC=C2C1O)O,7.0,-0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
795,C1=CC(=C(C=C1O)O)O,7.0,-0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
749,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,7.0,-0.502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
688,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C#N)C)C#N,7.0,-0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
100,C1=CC=C(C(=C1)O)O,0.0,1.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
178,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC=C3N,7.0,-0.435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
786,C1(=C(C=CC(=C1)O)O)COC,7.0,0.118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
800,CN1C=CC2=CC=CC=C21,7.0,1.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
602,C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)C(=O)OC,7.0,-0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
177,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC=C3O,11.0,-0.415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
477,O=[N](=O)C1=NC=C[N]1CCNC2=CC=CC=C2,7.0,-0.398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
617,CC1=CC2=[N+](CCC[N+]3=C2C=C(C=C3)C)C=C1,7.0,-0.691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
723,C[N+]1=CC3=C(C=C1)C2=C[N+](=CC=C2C=C3)C,7.0,-0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
682,C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C#N)C#N,7.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
383,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],7.0,-0.345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
257,CCOC(=O)C1=CC(=C(C(=C1)O)O)O,7.0,-0.054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
707,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC3=CC=CC=C3,7.0,-0.408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
335,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,7.0,-0.168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
874,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,7.0,0.282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15,C1=CC=C[C-]1[Fe+2][C-]2C=CC(=C2)COCCO,7.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,O=C(O)CCC1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
426,CN1C(=CN=C1[N+](=O)[O-])C=[N+](C)[O-],7.0,-0.282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
256,COC(=O)C1=CC(=C(C(=C1)O)O)O,0.0,0.098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
527,COCC(CN1C=NC(=C1I)[N+](=O)[O-])O,7.0,-0.497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
493,CC1=NC(=CN1C)[N+](=O)[O-],7.0,-0.542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
429,CC(C)(C1=CN=C(N1C)[N+](=O)[O-])O,7.0,-0.412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
393,C1=CC=C(C(=C1)C=O)[N+](=O)[O-],7.0,-0.355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
222,CC1=C(N)C(C2=C(N3C[C@H]4[C@H](N4)[C@]3(OC)[C@@H]2COC(N)=O)C1O)O,7.0,0.055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
179,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC=C3N,11.0,-0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
695,CC1=[N+](C(=CC(=C1)C2=CC(=[N+](C(=C2)C)CCC[S](=O)(=O)[O-])C)C)CCC[S](=O)(=O)[O-],7.0,-0.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
910,[O-][Ru](=O)(=O)[O-],7.0,0.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
324,CN([CH2])C1=CC=CC=C1,7.0,-0.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
539,CN1C=NC(=C1[N+](=O)[O-])S(=O)(=O)OC2=CC=CC=C2,7.0,-0.259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9,C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CCCC(=O)N,7.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
249,C1=C(C=C(C(=C1O)O)O)C(=O)O,7.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
22,C1=CC=C[C-]1[Fe+2][C-]1C=CC(=C1)CCCN,7.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
356,CCCNCCNC1=C2C(=C(C=C1)NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O,7.0,-0.527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
221,CC1=C(N)C(C2=C(N3C[C@H]4[C@H](N4)[C@]3(OC)[C@@H]2COC(N)=O)C1[O-])[O],7.0,-0.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
635,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,7.0,-0.448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
867,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C,7.0,0.022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
895,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Ru+2],7.0,2.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
537,CN1C=NC(=C1[N+](=O)[O-])S(=O)(=O)N,7.0,-0.336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
340,C1=CC=C2C(=C1)C(=O)C=C(C2=O)S(=O)(=O)O,7.0,-0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
431,C1(=CN=C([N]1C)[N+](=O)[O-])C=C(C#N)C#N,7.0,-0.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
758,C1(=CC=C(C2=NSN=C12)C#N)C#N,7.0,-0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
528,CC1=NC(=CN1CC(COC)O)[N+](=O)[O-],7.0,-0.564,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
203,[O-]C1C=CC([O])C2=C(C3=CC=CC=C3)N(CCC4)C4=C12,7.0,-0.427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
237,CC1=C(C2=C(N1C)C([O])C=C(C2[O-])N3CCN(CC3)C)C(C)O,7.0,-0.285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
93,C1CN1C2=C(C([O])C(=C(C2[O-])NCCO)N3CC3)NCCO,7.0,-0.383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
909,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[V+2],7.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
898,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],7.0,0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
568,CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)Cl)[N+](=O)[O-],7.0,-0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
284,[CH2-]C1=CC=C(C=C1)F,7.0,-1.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184,[O]C1C2=CC=CC=C2C([O-])C3=C(N)C=CC(N)=C13,7.0,-0.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
732,C(CSSCCO)O,7.0,-1.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
434,C1(=CN=C([N]1C)[N+](=O)[O-])C(=NN2CCNCC2)[H],7.0,-0.354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
499,CN1C=NC(=C1SCC(=O)O)[N+](=O)[O-],7.0,-0.545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
153,[O]C1C2=CC=CC=C2C([O-])C(COC(NCCCl)=O)=C1,7.67,-0.122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
75,CC(C)(C)C1=CC(O)C=CC1O,7.0,0.453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
450,CCOCCN1C=CN=C1[N+](=O)[O-],7.0,-0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
668,C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC4=CC=CC=C4,7.0,-0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
559,C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CCBr,7.0,-0.605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
277,C1(=CC=C(C=C1)[CH2])COC,7.0,1.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,CC(C)(C)C1=CC([O])C=CC1[O-],0.0,0.219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
446,CS(=O)(=O)CCN1C=CN=C1[N+](=O)[O-],7.0,-0.368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
728,C1=CC=[N+]2C=C3C=CC4=C[N+]5=CC=CC=C5C=C4C3=CC2=C1,7.0,-0.272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
188,OC1=CC=CC2=C1C(C3=C(C=CC=C3O)C2[O])[O-],7.0,-0.325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271,OC1C(O)=CNC(O)N1,13.5,0.132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
784,CC1=C(C=CC(=C1)O)O,7.0,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
844,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC4CN(CCC4)C,7.0,0.783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
236,CC1=C(C2=C(N1C)C([O])C=C(C2[O-])OC)C(C)O,7.0,-0.302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,CC1=C(C(O)C(=C(C1O)OC)OC)CC=C(C)C,7.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
780,C1=CC(=C(C=C1O)C(=O)O)O,7.0,0.033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
117,C1=CC(=C(C=C1O)C(=O)O)O,13.5,0.033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
125,CC(=O)C1=C(C=CC(=C1)O)O,13.5,0.118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
745,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,7.0,-0.313,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
289,[CH2-]C1=CC(=CC=C1)C(F)(F)F,7.0,-0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,CC1=C(C2=C(N1C)C([O])C=C(C2[O-])OC)C(C3=CC=CC=C3)O,7.0,-0.332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,O=C(O)C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
902,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2],7.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
487,CC1(CC(CC(N1)(C)C)NCC(CN2C=CN=C2[N+](=O)[O-])O)C,7.0,-0.361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
792,C1=CC(=C(C(=C1)O)O)O,7.0,-0.009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
395,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],7.0,-0.412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
802,CC1=CNC2=CC=CC=C12,7.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126,C1=CC(=C(C=C1O)CC(=O)O)O,13.5,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
278,C1(=CC=C(C=C1)[CH2])CN,7.0,1.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
