SMILE,SRP
CC1=CC2=[N+](CCCC[N+]3=C2C=C(C=C3)C)C=C1,-0.78
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCO)CCO,-0.403
CC1=CC=C(C=C1)C2=[N+](C=CC(=C2)C3=CC(=[N+](C=C3)C)C4=CC=C(C=C4)C)C,-0.439
CNCC(=O)C1=CC(=C(C=C1)O)O,0.18
CC1=C(C([O-])C2=C(C1[O])N(C(=C2CO)C)C)OC,-0.317
CCSCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,-0.428
COC(=O)C1=CC(=C(C=C1)O)O,0.119
CN1C(=CN=C1[N+](=O)[O-])C(=O)[O-],-0.385
C1=C(NC(=N1)[N+](=O)[O-])CN,-0.267
CC1(C(NC(=O)NC1=O)O)[N+](=O)[O-],-0.405
COC1=CC(=CC(=C1)O)O,0.84
CC1=CC([O])C=CC1[O-],0.023
COCC1=CC(C2=CC=CC=C2C1[O-])[O],-0.129
CN(C)C(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N2CC2,-0.377
C(N1CCN(CC1)CCCN3C2=CC=CC=C2SC4=C3C=C(C=C4)[S](=O)(=O)N(C)C)CO,0.83
CC1=C(C)C(C2=C(C3=CC=CC=C3)N(C)C(C)=C2C1[O])[O-],-0.452
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,0.64
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCC[S](=O)(=O)[O-])C)CCC[S](=O)(=O)[O-],-0.46
C1=CC=C[C-]1[Fe+2][C-]2C=CC=C2CCC(N)=O,0.414
C1=NC(=C(N1)C(=O)N)N,-0.584
OCCNCC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,0.549
CCS(=O)(=O)CCN1C=CN=C1[N+](=O)[O-],-0.368
COC(=O)C1=CC(=C(C(=C1)O)O)O,0.91
C1=CC=C(C=C1)[CH]C2=CC=CC=C2,0.59
CC1=[N+](C=CC(=C1)C2=CC=[N+](C=C2)C)C,-0.5
CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)OC)[N+](=O)[O-],-0.361
C1=CC2=C(C3=C(C=CC=[NH+]3)C=C2)[NH+]=C1,-0.54
COC(=O)\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)[H])[H],-0.381
CN(C)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)N(C)C,-0.385
C1[C@@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.43
C1=C[N+]3=C(C=C1)C2=[N+](C=C(C=C2)OCCC)CC3,-0.44
C1(=CC=CC=C1)[C](C)OC,0.15
C1=CC=C2C(=C1)C=CC(=N2)C=CC3=CC=C(O3)[N+](=O)[O-],-0.276
[O]C1C2=CC=CC=C2C([O-])C(CO)=C1,-0.152
C\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCF)[H])[H],-0.418
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCCl)CCCl,-0.335
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,1.14
CCOC(=O)CN1C=NC(=C1[N+](=O)[O-])I,-0.475
COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(/C)Cl)[H],-0.393
C1CCN(CC1)CC(CN2C=CN=C2[N+](=O)[O-])O,-0.346
CC1=CC(C2=CC=CC=C2C1O)O,0.193
CC1=CC(C2=CC=CC=C2C1[O-])[O],-0.335
CCOC(=O)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC(=O)OCC,-0.433
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CC(C)N(CC)CC,0.9
CCCCCCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCCCCCCCCCCCC,-0.28
CC(=O)OCC1=CC2=C(C=C1)C(=O)C=CC2=O,-0.094
C1=CN=C([N]1CCCN2CCOCC2)[N+](=O)[O-],-0.386
CN([CH2-])C1=CC=CC=C1,-1.79
OC1=CC=CC2=C1C(C3=C(C(O)=CC=C3)C2[O])[O-],-0.306
C1=C(C(=CC(=C1S(=O)(=O)[O-])O)S(=O)(=O)[O-])O,0.116
C1=CC(=C(C=C1CC(=O)O)O)O,0.021
C1=C([N+]3=C(C=C1)C2=[N+](C(=CC=C2)C)CC3)C,-0.48
[O]C1C2=CC=CC=C2C([O-])C(S(=O)([O-])=O)=C1,-0.06
C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.C1=CN=C(C=N1)C2=NC=CN=C2.[Ru],2.65
OCCNCCNC1=C(C(C2=C(O)C=CC(O)=C2C3[O-])[O])C3=C(NCCNCCO)C=C1,-0.527
C1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)C(C3C)C,-0.35
C1=C(C=CC=C1[CH2])CN,1.32
[C](O)(C1=CC=C(C=C1)C)C,-0.22
C1=CC(=CC=C1C(CCN(C)C)=O)[N+](=O)[O-],-0.315
COC1=CC(=CC(=C1)O)O,1.06
[O]C1C2=CC=CC=C2C([O-])C3=C(O)C=CC(N)=C13,-0.414
CC1=C(C)C(C2=C(C3=CC=CC=C3)N(C)C(C)=C2C1[O])[O-],-0.423
C1=C(N=C(N1CCO)[N+](=O)[O-])[N+](=O)[O-],-0.238
CN(C1=CC([O-])C=CC1=NC3=C2C=CC=CC2=NC4=CC=CC=C34)C,-0.01
C1=CC=C2C(=C1)C=CC(=N2)C=CC=CC3=CC=C(O3)[N+](=O)[O-],-0.265
CC1C=NNC1=O,0.32
OC1C(Cl)=CC(O)C(Cl)=C1,0.617
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CC#N)CC#N,-0.15
CNC(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N2CC2,-0.387
C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,-0.428
C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)Cl,0.763
COC1=CC2=C(C=C1)NC3=CC=CC=C3S2,0.59
C[C@H]1[C@@H](O)[C@@H](N)C[C@H](O[C@H]2C[C@@](C(C)=O)(O)CC3=C2C(O)=C4C(C(C5=C(C(OC)=CC=C5)C4[O-])[O])=C3O)O1,-0.341
O\N=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=N\O)[H])[H],-0.325
C1=CC=C2C(=C1)C=CC4=C2SC3=CC=CC=C3N4,0.628
CC1=C(C=C[N+](=C1)C)C2=C(C=[N+](C=C2)C)C,-0.83
COC1=CC2=C(C=C1)NC3=C(S2)C(=CC=C3)Cl,0.668
C[N+]1=CC=CC2=C1C3=C(C=CC=[N+]3C)C=C2,-0.51
C1(=CC=C(C=C1)O)N,0.217
CCOC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(=O)OCC)C)C,-0.323
C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-],-0.272
CC1=NNC(=O)C1,0.39
CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)Cl)[N+](=O)[O-],-0.345
C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,1.12
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,-0.241
COC(=O)CN1C=CN=C1[N+](=O)[O-],0.355
CN1C=NC(=C1S)[N+](=O)[O-],-0.538
C1=CC(=C(C=C1CC(C(=O)O)N)O)O,0.014
CC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(C)=O)C)C,-0.356
CC1=C(C([O-])C2=C(C1[O])N(C(=C2CO)C)C3=CC=CC=C3)OC,-0.345
CC1=C(C=CC(=C1C)O)O,0.385
CC1=C[N+]2=C(C=C1)C3=[N+](CC2)C=C(C=C3)C,-0.479
CC1COCC(N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC(=O)N4C(COCC4C)C)C,-0.291
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,-0.305
C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.C1=CC=C([C-]=C1)C2=CC=CC=N2.[Ir+3],2.05
CN(C)C1=CC=C(C=C1)O,0.174
CC1=C(CO)C2=C(C(C=C(OC)C2[O-])[O])N1C3=CC=C(F)C=C3,-0.31
C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,-0.383
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,-0.28
C1=CC=CC2=C1[CH-]C3C2C=CC=C3,-0.52
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-],-0.38
COCC1=CC=C(O1)[N+](=O)[O-],-0.338
C1=NC2=C(N1)C(=O)NC(=N2)N,0.62
C2(C1=C(C)N(C(=C1C(C=C2)=O)C3=CC=CC=C3)C)=O,-0.44
C1=C(C=C(C(=C1O)O)O)CCN,0.042
ClC3=C2C=CC1=CC=C[N+]4=C1C2=[N+](C=C3)CCC4,-0.11
C[N+]1=C(C=CC2=CC=CC=C21)C3=[N+](C4=CC=CC=C4C=C3)C,-0.25
C1(=CC=C(C=C1)[CH2-])C,-1.38
C1(C=C(C(C(=C1)C)=O)Br)=C2C=C(C(C(=C2)Br)=O)Br,0.26
C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],-0.257
CN1C=C(CO)C2=C1C(C(OC)=CC2[O])[O-],-0.332
CC1=C(C2=CC=CC=C2C(=C1)O)O,0.19
CC[N+]1=CC=C(C=C1)C#N,-0.626
C1CCN(CC1)CCN2C=CN=C2[N+](=O)[O-],-0.325
C1=CC2=C(C=C1CCl)C(=O)C=CC2=O,-0.094
CN1C=NC(=C1OC2=CC=CC=C2)[N+](=O)[O-],-0.56
O=[S](=O)([O-])CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[S](=O)(=O)[O-],-0.36
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],1.03
CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C.COS(=O)(=O)[O-],0.861
C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)I,0.758
CC2=C(C=[N+]1CCC[N+]3=C(C1=C2)C=C(C)C(=C3)C)C,-0.77
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)CCCN(CC)CC,0.954
C1=C(C=[N+]2C(=C1)N(CC2)C3=CC=CC=C3)[N+](=O)[O-],-0.266
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Fe+2],1.41
C1CSC2=NC=C(N21)[N+](=O)[O-],-0.467
C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,0.079
CN1C2=C(N=C1[N+](=O)[O-])N(C(=O)N(C2=O)C)C,-0.205
CC1=CC([O])C(=C(C1[O-])OC)OC,-0.13
C1=C(C([O])C(=CC1=C2C=C(C([O-])C(=C2)Cl)Cl)Cl)Cl,0.26
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,-0.422
COC1=C(OC)C(C2=CC=CC=C2C1[O])[O-],-0.24
CN1C=C(N=C1S(=O)(=O)C)[N+](=O)[O-],-0.446
NC(CO)CC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,0.454
CN1C(=CN=C1I)[N+](=O)[O-],-0.454
CC1=CC(O)C2=C(C1O)N=CC=C2,-0.282
CN(C)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(C)C,-0.301
C1(=CC=C(C=C1O)CC(C(O)=O)N)O,0.014
C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,0.85
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,0.877
C1CSSC1CCCCC(=O)N,-1.6
C1=CC=C(C(=C1)[O])[O-],0.21
CCOC(=O)C[N]1C=CC=C2C(=CN=C12)[N+](=O)[O-],-0.616
COC1=CC([O])C2=C(C1[O-])C(=C3N2CCC3)CO,-0.317
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,-0.93
CC(=O)OCCN(CCOC(=O)C)C1=CC=C(C2=C(C3=CC=CC=C3N=C12)NCCCN(C)C)[N+](=O)[O-],-0.314
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCO)C)CCO,-0.481
C1=CN=C([N]1CC(COC(CCl)COC(C)C)O)[N+](=O)[O-],-0.395
CC1=NC=C(N1CC(COC)O)[N+](=O)[O-]  ,-0.479
C1=CC=C(C=C1)N,1.03
[O-]C1C2=C(CCC3)N3C(C4=CC=CC=C4)=C2C([O])C(C)=C1C,-0.435
C1=CC=C(C=C1)[N+](=O)[O-],-0.486
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],-0.396
CC1=CC2=C(C=C1)NC3=CC=CC=C3S2,0.651
[O-]C1C2=CC=CC=C2C3=CC=CC=C3C1[O],-0.124
O=C(O)CCCC1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,0.324
CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,-0.455
C1=C(NC(=O)N=C1)N,0.83
C1=C[N+]4=C(C=C1)C2=[N+](C(=CC=C2)C3=CC=CC=C3)CC4,-0.32
C[N+]1=CC=C(C=C1)C(=O)N,-0.77
CN1C(=CN=C1SCCOC2=CC=C(C=C2)C(=O)O)[N+](=O)[O-],-0.481
C[N+]1=CC2=C(C=C1)C3=C(C=C2)C=[N+](C=C3)C,-0.374
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C)C)C,-0.552
C1=CC=C(C(=C1)O)O,0.139
C[N+]1=CC=CC2=C1C=CC3=C2C=CC=[N+]3C,-0.268
CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)N(C)C)[N+](=O)[O-],-0.334
C1(=C(C=C(C(=C1)[N+](=O)[O-])N(C)C)C(=O)N([H])[H])[N+](=O)[O-],-0.464
CN(C)CN[S](=O)(=O)C1=C([N+]([O-])=O)N=C[N]1C,-0.402
C1=CC([O])C=CC1[O-],0.099
NCC(O)/C=C/C1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,0.444
[O-]C1C=CC([O])C2=C(C)N(C)C(C3=CC=CC=C3)=C12,-0.44
C1CN1C2=C(C([O-])C(=C(C2[O])F)N3CC3)F,0.09
C1=CC=C[C-]1[Fe+2][C-]1C([Si](C)(C)(C))=C(CN(C)(C))C=C1,0.584
C1=CC=C2C(=C1)C=CN2,1.24
CCC1=C(C2=C(N1CC3=CC=CC=C3)C([O])C=C(C2[O-])OC)CO,-0.326
C1CC(CN(C1)CC(CN2C=CN=C2[N+](=O)[O-])O)O,-0.357
C1=CC(=C(C(=C1)O)O)C(=O)O,0.118
C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O,-0.114
C1(=CC=CC(=C1)[CH2-])CN,-0.87
C1=C(NC=C1[N+](=O)[O-])[N+](=O)[O-],-0.445
CCOC(=O)C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C(C4=CC=CC=C4)C(=O)OCC,-0.188
CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],-0.358
C1=CC=[N+]2C=C[N+]3=CC=CC=C3C2=C1,-0.27
CN1C=NC(=C1S(=O)(=O)C)[N+](=O)[O-],-0.355
C1=CC=C2C([O])C=CC([O-])C2=C1,-0.14
CC1=CC(O)C(=C(C1O)C)C,0.393
C1CCN(C1)CCCCN2C=CN=C2[N+](=O)[O-],-0.389
O=C(CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OO)OO,-0.431
[O]C1C(Cl)=CC([O-])C(Cl)=C1,0.47
C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],0.27
CN1C=NC(=C1S(=O)(=O)NC2=CC=CC3=CC=CC=C32)[N+](=O)[O-]  ,-0.453
CC1=C(C(O)C(=C(C1O)C)C)C,0.354
OC(C)C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,0.419
CC(OCC1=CC2=C(C(C=CC2[O-])[O])C=C1)=O,-0.094
OB(C1=CC=C[C-]1[Fe+2][C-]2C=CC=C2)(O)O,0.354
C1=NC(=C(N1)[N+](=O)[O-])I,-0.503
C1=CC=C(C4=C1C2=NN(C3=CC=C(C(C23)C4=O)NCCNCCO)CCNCCO)O,-0.538
OC1=CC=CC2=C1C(C3=C(C(O)=CC=C3)C2[O])[O-],-0.34
COC1=CC=C(C=C1)O,0.32
NC1=CC=CC2=C1C(N=NC2[O-])[O],0.24
CC1=C(C(=C(C(=C1C)O)C)C)O,0.95
C1=CC(O)C=CC1O,0.286
C1=CC=C2C(=O)C=CC(=O)C2=C1,-0.14
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(CN2C1=CC(=C(C)C=C1N=C3C(=O)N([H])C(=O)N=C23)C[N]4C=C[N+](=C4)C)OC(C)=O,-0.118
C=C(C)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(N)=O,-0.336
C[N+]2=CC1=C3C(=CC=C1C=C2)[N+](=CC=C3)C,-0.302
C1=CC=CC=C1[C](O)C(F)(F)F,0.55
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(\C#N)[H])[H],-0.369
C1=C(C=C(C(=C1O)O)O)C(=O)O,0.98
C[N+]1=CC2=C(C=C1)C3=C(C=C2)[N+](=CC=C3)C,-0.405
C1COCCN1CCN2C=NC=C2[N+](=O)[O-],-0.39
C1=CN(C(=N1)[N+](=O)[O-])CC(=O)N(CCO)CCO,-0.398
[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Ru+2],0.86
C1=NC2=NC=NC(=C2N1)N,0.75
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0.33
CC1=C(C)C(C2=C3N(CCC3)C=C2C1[O])[O-],-0.42
[O]C1C2=CC=CC=C2C([O-])C(SCC(NC(CCC(N)C(O)=O)=O)C(NCC(O)=O)=O)=C1,-0.132
CC1=NC=C(N1CCN2CCOCC2)[N+](=O)[O-],-0.457
C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=CC5=CC=CC=[N+]5C=C43,-0.3
C1CN1C2=C(C=C(C(=C2)C(=O)N)[N+](=O)[O-])[N+](=O)[O-],-0.385
CSC(=C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)SC,-0.33
O=[N](=O)C1=NC=C[N]1CCNC2=NC=CC=C2,-0.395
C12=C(NC(=O)N1)NC(=O)NC2=O,0.26
C1=CC=C(C(=C1)O)O,0.043
C1=CC(=C(C=C1CCN)O)O,0.018
CCOC(=O)C[N+]2=C1[N](C=C(C1=CC=C2)[N+](=O)[O-])[H],-0.626
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,-0.5
O=C(O)CC1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,0.364
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,0.894
C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CC(=O)NCCO,-0.546
COC1=CC(O)C=C(C1O)OC,0.187
[O-]C1C2=C(CCC3)N3C(C)=C2C([O])C=C1,-0.438
OCC(N)CC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,0.449
C1=CC(=C(C=C1CCN)O)O,0.018
CN1C=NC(=C1S(=O)(=O)OC2=CC=CC=C2)[N+](=O)[O-],-0.342
CN1C(=CN=C1[N+](=O)[O-])C(CO)O,-0.396
C=CCOCC(CN1C=CN=C1[N+](=O)[O-])O,-0.391
CCOC(=O)C1=C2C(=O)C=C(C(=O)C2=C3N1CCC3)C,-0.368
CC1=C(C(O)C(=CC1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C,0.055
C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,-0.11
O=C(C[N]1C=CC=C2C(=CN=C12)[N](=O)=O)NCCCN3CCOCC3,-0.632
C1=CC=C2C(=C1)C(=O)C=C(C2=O)COC(=O)NCCCl,-0.122
C1=CC(=C(C=C1[C@H](CN)O)O)O,0.044
[O]C(C(Br)=C/1)C(Br)=CC1=C2C=C(Br)C(C(Br)=C/2)[O-],0.26
C1=CC=C[C-]1[Fe+2][C-]1C=C(C=C1)CCO,0.364
CO[CH2-],-1.06
CC1C[N+]2=CC=CC=C2C3=CC=CC=[N+]13,-0.35
C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-],-0.271
C1=CC(=CC=C1[CH2])OC2=CC=CC=C2,0.69
CC1=C(C/C=C(CCCC(CCCC(CCCC(C)C)C)C)\C)C(C2=CC=CC=C2C1O)O,0.22
C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C(C)CN(C)C,0.89
C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.[Os+2],0.8
CC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)C,-0.305
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H],0.71
COC1=CC=C(C=C1)NCC(CN2C=CN=C2[N+](=O)[O-])O,-0.391
C1=CC=C2C(=C1)SC3=CC=CC=C3S2,1.61
CN1C=NC(=C1S(=O)(=O)NCN2CCOCC2)[N+](=O)[O-],-0.394
CCOC1=CC2=C(C=C1)NC3=CC=CC=C3S2,0.58
[O-]C(C(C1=C2NC(C(O)=O)=C1)[O])C3=C2C(C(O)=O)=CC(C(O)=O)=C3,-0.114
CCN(CC)CC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])O,-0.26
C1COCCN1CCCNC(=O)CN2C=C(C3=C2N=CC=C3)[N+](=O)[O-],-0.532
C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C3=CC=CC=C3)C4=CC=CC=C4,-0.39
OC1=CC=CC2=C1C(C3=C(C=CC=C3O)C2[O])[O-],-0.405
C1=CC(=CC=C1O)O,1.041
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,-0.426
O=[N](=O)C1=NC=C[N]1CCNC2CCNCC2,-0.399
CCC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CCC)C,-0.5
CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],-0.302
CC1=CC(O)C(=CC1O)C,0.18
C1CCN(CC1)CCCCN2C=CN=C2[N+](=O)[O-],-0.386
C1=CC2=C(N=C1)N(C=C2[N+](=O)[O-])CC(CO)O,-0.607
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0.827
CC1=CC2=C(C=C1CN3C=CN=C3)N(C4=NC(=O)NC(=O)C4=N2)CC(C(C(CO)O)O)O,-0.173
COC(=O)C1=CC(=C(C(=C1)O)O)O,0.56
C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CCN,0.429
C[C-](C)C,-1.76
C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],-0.409
C1=CC=C2C(=C1)C([O-])C(=C(C2[O])Cl)Cl,-0.036
C1=CC(=CC=C1[CH2])Cl,0.97
[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC(S(=O)([O-])=O)=C3,-0.39
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,-0.345
C1=CC=C2C(=C1)C(=CN2)CCN,0.0
CN1CCN(CC1)CC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],-0.214
CN1CCN(CC1)CC(CN2C=CN=C2[N+](=O)[O-])O,-0.37
COCC1=CC(=O)C2=CC=CC=C2C1=O,-0.129
CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N,0.65
C[CH]C1=CC=CC=C1,0.61
C1=CC=C(C=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=CC=C4,-0.288
OC1C(Cl)=CC(O)C(Cl)=C1,0.544
CCN(CC)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(CC)CC,-0.318
C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,0.048
C1=CC=C(C(=C1)O)O,0.85
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.292
CC1=C(C(O)C(=C(C1O)OC)OC)CC=C(C)C,0.19
C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],-0.38
CC1=CC(=O)C(=CC1=O)C,-0.067
OC(C1C(C(C(O1)=O)O)O)CO,0.054
C1COCCN1CCCCCN2C=CN=C2[N+](=O)[O-],-0.399
COC1=CC(=CC(=C1)O)O,0.85
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]3C1,-0.549
C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1CN,0.539
COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,-0.38
CC(C)(C)C1=CC([O])C=CC1[O-],-0.032
C1=CC(=C(C=C1C(CN)O)O)O,0.044
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,-0.037
C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C4S3,0.633
C1(=CN=C([N]1C)[N+](=O)[O-])C(=NN2CCCCC2)[H],-0.376
COC(C1=CC=CC(O)C1O)=O,0.118
